# CDS alignment filter
# PYTHON VERSION: 3.9.12
# Script call:    06_aln_filter.py -i ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln/ -f 175 -o ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats/ --count
# Runtime:        08/27/2022 19:56:07
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50/aln-stats-f175-seq20-site50.tab
# ----------------
# 08.27.2022 | 19:56:07 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre variant sites	pre informative sites	pre stop codons	pre percent sites with gap	pre gappy sites
ENSMUSP00000036656-mafft-cds.filter.fa	146	113	112.6917808219178	140	3	0	4310	12188	NA	0	3	3
ENSMUSP00000043442-mafft-cds.filter.fa	125	143	137.384	121	2	0	4890	12985	NA	0	76	76
ENSMUSP00000047551-mafft-cds.filter.fa	143	408	391.45454545454544	143	0	0	3359	54985	NA	0	368	365
ENSMUSP00000047213-mafft-cds.filter.fa	95	313	311.53684210526313	95	0	0	9167	20568	NA	0	42	42
ENSMUSP00000043103-mafft-cds.filter.fa	160	747	728.7125	160	0	0	27075	92445	NA	0	354	352
ENSMUSP00000040310-mafft-cds.filter.fa	68	366	354.3235294117647	68	0	0	6505	18383	NA	0	97	96
ENSMUSP00000041427-mafft-cds.filter.fa	26	390	326.65384615384613	26	0	0	4256	5884	NA	0	86	35
ENSMUSP00000045598-mafft-cds.filter.fa	67	549	510.07462686567163	67	0	0	15785	20998	NA	0	273	258
ENSMUSP00000047992-mafft-cds.filter.fa	149	148	143.8523489932886	147	1	0	5014	17038	NA	0	32	32
ENSMUSP00000048482-mafft-cds.filter.fa	145	186	177.95172413793102	142	1	0	7244	19726	NA	0	51	50
ENSMUSP00000039072-mafft-cds.filter.fa	120	591	566.0666666666667	120	0	0	14246	56674	NA	0	273	270
ENSMUSP00000042343-mafft-cds.filter.fa	157	328	318.50955414012736	157	0	0	7971	43525	NA	0	161	161
ENSMUSP00000044630-mafft-cds.filter.fa	129	456	426.9612403100775	129	0	0	9485	49339	NA	0	269	264
ENSMUSP00000042195-mafft-cds.filter.fa	147	355	344.31972789115645	147	0	0	4945	47240	NA	0	236	236
ENSMUSP00000045828-mafft-cds.filter.fa	138	301	296.2608695652174	138	0	0	15630	25908	NA	0	121	119
ENSMUSP00000035727-mafft-cds.filter.fa	151	112	111.86754966887418	135	5	0	3723	13189	NA	0	1	1
ENSMUSP00000039178-mafft-cds.filter.fa	163	813	791.5214723926381	163	0	0	32710	99809	NA	0	426	422
ENSMUSP00000039376-mafft-cds.filter.fa	142	399	381.50704225352115	142	0	0	6556	50102	NA	0	332	331
ENSMUSP00000045570-mafft-cds.filter.fa	78	617	605.6282051282051	78	0	0	15292	32834	NA	0	199	196
ENSMUSP00000038914-mafft-cds.filter.fa	135	168	166.1925925925926	135	0	0	6049	16631	NA	0	31	31
ENSMUSP00000048929-mafft-cds.filter.fa	93	861	787.2043010752689	93	0	0	14991	65082	NA	0	570	569
ENSMUSP00000043724-mafft-cds.filter.fa	144	312	303.3611111111111	144	0	0	5616	39312	NA	0	72	68
ENSMUSP00000049391-mafft-cds.filter.fa	49	698	593.1428571428571	49	0	0	10884	23318	NA	0	371	331
ENSMUSP00000039420-mafft-cds.filter.fa	157	642	612.8980891719746	157	0	0	17954	82840	NA	0	447	446
ENSMUSP00000036093-mafft-cds.filter.fa	152	553	529.1118421052631	152	0	0	13677	70379	NA	0	330	329
ENSMUSP00000037561-mafft-cds.filter.fa	162	335	333.5925925925926	162	0	0	12838	41432	NA	0	64	64
ENSMUSP00000042918-mafft-cds.filter.fa	134	62	60.1044776119403	98	8	0	2838	5470	NA	0	14	13
ENSMUSP00000042410-mafft-cds.filter.fa	134	303	299.9029850746269	134	0	0	12337	28265	NA	0	6	3
ENSMUSP00000035358-mafft-cds.filter.fa	154	564	549.4090909090909	154	0	0	15340	71516	NA	0	219	219
ENSMUSP00000045327-mafft-cds.filter.fa	157	171	168.85987261146497	157	0	0	5620	21227	NA	0	38	37
ENSMUSP00000040756-mafft-cds.filter.fa	148	301	298.5945945945946	137	5	0	17717	26831	NA	0	104	104
ENSMUSP00000048859-mafft-cds.filter.fa	151	526	509.3907284768212	149	1	0	15200	64226	NA	0	290	289
ENSMUSP00000048229-mafft-cds.filter.fa	114	133	131.56140350877192	112	1	0	2509	12653	NA	0	25	25
ENSMUSP00000037406-mafft-cds.filter.fa	153	869	838.2352941176471	151	1	0	41729	91228	NA	0	291	285
ENSMUSP00000036347-mafft-cds.filter.fa	157	372	367.54777070063693	157	0	0	14894	43510	NA	0	130	130
ENSMUSP00000036277-mafft-cds.filter.fa	125	308	298.816	125	0	0	6699	31801	NA	0	137	137
ENSMUSP00000041241-mafft-cds.filter.fa	163	840	823.2024539877301	163	0	0	48070	88850	NA	0	348	344
ENSMUSP00000035332-mafft-cds.filter.fa	59	421	408.4237288135593	59	0	0	7907	16932	NA	0	120	119
ENSMUSP00000041907-mafft-cds.filter.fa	134	220	217.2537313432836	134	0	0	5502	23978	NA	0	6	4
ENSMUSP00000037497-mafft-cds.filter.fa	33	582	486.93939393939394	33	0	0	8994	10212	NA	0	164	117
ENSMUSP00000035261-mafft-cds.filter.fa	136	658	647.4411764705883	134	1	0	25190	64298	NA	0	130	125
ENSMUSP00000072389-mafft-cds.filter.fa	156	256	253.10256410256412	156	0	0	8864	31072	NA	0	71	70
ENSMUSP00000037251-mafft-cds.filter.fa	143	857	804.6573426573426	143	0	0	21801	100750	NA	0	479	478
ENSMUSP00000035444-mafft-cds.filter.fa	156	215	210.33333333333334	154	1	0	6627	26913	NA	0	81	81
ENSMUSP00000044945-mafft-cds.filter.fa	134	205	202.69402985074626	134	0	0	8086	19384	NA	0	4	2
ENSMUSP00000040977-mafft-cds.filter.fa	123	307	301.7723577235772	123	0	0	8188	29573	NA	0	37	34
ENSMUSP00000037514-mafft-cds.filter.fa	55	249	219.07272727272726	55	0	0	5690	8005	NA	0	73	47
ENSMUSP00000042212-mafft-cds.filter.fa	149	191	180.751677852349	134	7	0	2968	25491	NA	0	117	117
ENSMUSP00000048636-mafft-cds.filter.fa	88	359	353.35227272727275	86	1	0	9127	22465	NA	0	52	51
ENSMUSP00000044257-mafft-cds.filter.fa	136	665	628.6323529411765	136	0	0	12337	78103	NA	0	530	521
ENSMUSP00000046610-mafft-cds.filter.fa	148	129	128.6283783783784	141	3	0	5016	14076	NA	0	4	4
ENSMUSP00000046311-mafft-cds.filter.fa	145	58	57.89655172413793	109	13	0	2035	6375	NA	0	7	7
ENSMUSP00000042803-mafft-cds.filter.fa	157	116	114.92356687898089	116	13	0	7444	10768	NA	0	1	0
ENSMUSP00000045841-mafft-cds.filter.fa	152	855	819.3026315789474	152	0	0	23972	105988	NA	0	613	608
ENSMUSP00000045606-mafft-cds.filter.fa	133	151	149.89473684210526	127	3	0	7307	12776	NA	0	1	0
ENSMUSP00000037930-mafft-cds.filter.fa	157	660	635.28025477707	157	0	0	18511	85109	NA	0	462	462
ENSMUSP00000047199-mafft-cds.filter.fa	150	240	233.32666666666665	145	2	0	6537	29463	NA	0	91	91
ENSMUSP00000041683-mafft-cds.filter.fa	127	333	318.7007874015748	127	0	0	5415	36876	NA	0	124	123
ENSMUSP00000038138-mafft-cds.filter.fa	152	1088	1034.6513157894738	152	0	0	17348	148028	NA	0	954	953
ENSMUSP00000037854-mafft-cds.filter.fa	134	918	913.7014925373135	134	0	0	37388	85624	NA	0	35	35
ENSMUSP00000046686-mafft-cds.filter.fa	5	203	191.0	5	0	0	921	94	NA	0	11	0
ENSMUSP00000041920-mafft-cds.filter.fa	145	1127	1088.7172413793103	145	0	0	28584	134831	NA	0	501	498
ENSMUSP00000044815-mafft-cds.filter.fa	151	738	716.2913907284768	151	0	0	16491	94947	NA	0	315	308
ENSMUSP00000047589-mafft-cds.filter.fa	133	296	286.9398496240602	133	0	0	6927	32441	NA	0	168	166
ENSMUSP00000047291-mafft-cds.filter.fa	149	476	435.81208053691273	149	0	0	15314	55610	NA	0	172	170
ENSMUSP00000038297-mafft-cds.filter.fa	139	158	157.97841726618705	121	7	0	7205	14757	NA	0	1	1
ENSMUSP00000039839-mafft-cds.filter.fa	15	451	372.8666666666667	15	0	0	3487	3278	NA	0	123	79
ENSMUSP00000044405-mafft-cds.filter.fa	146	338	322.93150684931504	146	0	0	5048	44300	NA	0	234	234
ENSMUSP00000037259-mafft-cds.filter.fa	157	503	485.02547770700636	157	0	0	9438	69533	NA	0	282	282
ENSMUSP00000039003-mafft-cds.filter.fa	147	891	869.6802721088435	145	1	0	61709	69268	NA	0	125	118
ENSMUSP00000035489-mafft-cds.filter.fa	160	325	322.1375	160	0	0	14365	37635	NA	0	63	62
ENSMUSP00000044245-mafft-cds.filter.fa	121	373	362.8181818181818	121	0	0	9219	35914	NA	0	67	61
ENSMUSP00000048803-mafft-cds.filter.fa	156	321	318.8269230769231	156	0	0	12045	38031	NA	0	52	51
ENSMUSP00000040505-mafft-cds.filter.fa	141	222	216.63829787234042	139	1	0	7569	23733	NA	0	47	44
ENSMUSP00000043857-mafft-cds.filter.fa	128	311	302.25	128	0	0	9162	30646	NA	0	119	119
ENSMUSP00000045838-mafft-cds.filter.fa	155	484	452.1225806451613	155	0	0	18395	56625	NA	0	174	170
ENSMUSP00000046079-mafft-cds.filter.fa	133	256	252.04511278195488	133	0	0	6473	27575	NA	0	73	72
ENSMUSP00000047164-mafft-cds.filter.fa	116	339	309.8965517241379	116	0	0	4511	34813	NA	0	250	248
ENSMUSP00000036916-mafft-cds.filter.fa	164	620	603.75	164	0	0	16948	84732	NA	0	284	283
ENSMUSP00000042927-mafft-cds.filter.fa	159	354	345.1698113207547	159	0	0	10621	45665	NA	0	212	212
ENSMUSP00000046786-mafft-cds.filter.fa	113	304	279.79646017699116	113	0	0	7722	26630	NA	0	96	90
ENSMUSP00000059973-mafft-cds.filter.fa	143	236	234.30769230769232	128	6	0	10148	23600	NA	0	75	75
ENSMUSP00000051417-mafft-cds.filter.fa	159	354	346.33962264150944	159	0	0	11654	44632	NA	0	51	48
ENSMUSP00000051935-mafft-cds.filter.fa	108	404	365.14814814814815	108	0	0	8662	34970	NA	0	254	249
ENSMUSP00000053489-mafft-cds.filter.fa	152	343	341.7763157894737	150	1	0	13444	38692	NA	0	41	41
ENSMUSP00000058966-mafft-cds.filter.fa	108	314	313.93518518518516	108	0	0	12650	21262	NA	0	1	1
ENSMUSP00000059159-mafft-cds.filter.fa	100	1242	1167.68	100	0	0	22449	101751	NA	0	589	580
ENSMUSP00000058275-mafft-cds.filter.fa	163	983	954.0429447852761	163	0	0	33846	126383	NA	0	569	566
ENSMUSP00000057062-mafft-cds.filter.fa	81	626	605.925925925926	81	0	0	14366	36340	NA	0	94	84
ENSMUSP00000061683-mafft-cds.filter.fa	161	60	59.993788819875775	114	10	0	2658	7002	NA	0	0	0
ENSMUSP00000058813-mafft-cds.filter.fa	147	76	76.0	112	12	0	3519	7653	NA	0	0	0
ENSMUSP00000049714-mafft-cds.filter.fa	143	344	337.54545454545456	143	0	0	6187	43005	NA	0	58	55
ENSMUSP00000060202-mafft-cds.filter.fa	132	163	157.27272727272728	127	2	0	4832	16684	NA	0	116	116
ENSMUSP00000050862-mafft-cds.filter.fa	150	205	201.46	150	0	0	6922	23828	NA	0	49	47
ENSMUSP00000054719-mafft-cds.filter.fa	149	319	298.73825503355704	149	0	0	12099	35432	NA	0	193	193
ENSMUSP00000059389-mafft-cds.filter.fa	118	976	918.1864406779661	118	0	0	21143	94025	NA	0	364	358
ENSMUSP00000055437-mafft-cds.filter.fa	127	162	159.5984251968504	125	1	0	4846	15728	NA	0	29	29
ENSMUSP00000049967-mafft-cds.filter.fa	130	729	667.1923076923077	130	0	0	11808	82962	NA	0	548	548
ENSMUSP00000051248-mafft-cds.filter.fa	95	930	913.4736842105264	95	0	0	44328	44022	NA	0	266	264
ENSMUSP00000054499-mafft-cds.filter.fa	158	1471	1419.860759493671	158	0	0	42654	189764	NA	0	829	827
ENSMUSP00000057212-mafft-cds.filter.fa	61	386	357.1311475409836	61	0	0	5077	18469	NA	0	120	104
ENSMUSP00000056855-mafft-cds.filter.fa	142	197	192.8732394366197	142	0	0	6651	21323	NA	0	59	59
ENSMUSP00000050495-mafft-cds.filter.fa	155	453	434.10967741935485	155	0	0	8798	61417	NA	0	283	283
ENSMUSP00000057112-mafft-cds.filter.fa	157	526	514.1210191082803	155	1	0	18079	64503	NA	0	169	169
ENSMUSP00000061597-mafft-cds.filter.fa	84	587	541.5952380952381	84	0	0	13777	35531	NA	0	160	157
ENSMUSP00000060622-mafft-cds.filter.fa	91	202	199.26373626373626	91	0	0	5386	12996	NA	0	56	56
ENSMUSP00000060769-mafft-cds.filter.fa	103	1154	1096.5728155339805	103	0	0	20210	98652	NA	0	573	561
ENSMUSP00000095053-mafft-cds.filter.fa	49	690	619.0408163265306	49	0	0	10474	23336	NA	0	116	52
ENSMUSP00000050454-mafft-cds.filter.fa	147	2354	2209.4489795918366	147	0	0	30847	315191	NA	0	1865	1853
ENSMUSP00000050823-mafft-cds.filter.fa	124	168	165.86290322580646	122	1	0	5055	15777	NA	0	12	11
ENSMUSP00000056530-mafft-cds.filter.fa	131	1018	989.1526717557252	131	0	0	23778	109580	NA	0	428	427
ENSMUSP00000053181-mafft-cds.filter.fa	100	104	103.74	93	3	0	3017	7383	NA	0	13	13
ENSMUSP00000058548-mafft-cds.filter.fa	93	171	170.33333333333334	93	0	0	4699	11204	NA	0	13	13
ENSMUSP00000061229-mafft-cds.filter.fa	151	219	216.33774834437085	143	4	0	8314	24755	NA	0	26	25
ENSMUSP00000061769-mafft-cds.filter.fa	105	744	714.8285714285714	105	0	0	14598	63522	NA	0	365	359
ENSMUSP00000058008-mafft-cds.filter.fa	165	138	137.8	146	9	0	6391	16379	NA	0	11	11
ENSMUSP00000056212-mafft-cds.filter.fa	81	229	227.33333333333334	81	0	0	6089	12460	NA	0	17	17
ENSMUSP00000054126-mafft-cds.filter.fa	130	409	385.31538461538463	130	0	0	7130	46040	NA	0	295	294
ENSMUSP00000050832-mafft-cds.filter.fa	129	1064	1015.9069767441861	129	0	0	22836	114420	NA	0	624	622
ENSMUSP00000052919-mafft-cds.filter.fa	157	137	135.0063694267516	137	7	0	9755	11754	NA	0	2	0
ENSMUSP00000060110-mafft-cds.filter.fa	135	283	280.3851851851852	131	2	0	11472	26733	NA	0	77	77
ENSMUSP00000050388-mafft-cds.filter.fa	155	180	176.0258064516129	149	3	0	5512	22388	NA	0	39	38
ENSMUSP00000052078-mafft-cds.filter.fa	150	628	582.1866666666666	150	0	0	11016	83184	NA	0	462	461
ENSMUSP00000067614-mafft-cds.filter.fa	128	593	562.515625	128	0	0	25156	50748	NA	0	190	190
ENSMUSP00000059871-mafft-cds.filter.fa	152	398	396.1842105263158	152	0	0	14458	46038	NA	0	26	25
ENSMUSP00000069379-mafft-cds.filter.fa	148	738	702.1959459459459	148	0	0	14813	94411	NA	0	583	583
ENSMUSP00000068971-mafft-cds.filter.fa	154	242	239.7792207792208	154	0	0	9828	27440	NA	0	34	33
ENSMUSP00000066582-mafft-cds.filter.fa	163	48	48.0	83	17	0	2850	4974	NA	0	0	0
ENSMUSP00000067516-mafft-cds.filter.fa	153	630	599.5424836601308	153	0	0	10756	85634	NA	0	589	584
ENSMUSP00000068309-mafft-cds.filter.fa	110	501	463.3272727272727	110	0	0	14375	40735	NA	0	284	283
ENSMUSP00000067527-mafft-cds.filter.fa	161	241	236.6583850931677	161	0	0	7612	31189	NA	0	77	76
ENSMUSP00000064500-mafft-cds.filter.fa	137	388	356.0875912408759	135	1	0	12380	40776	NA	0	165	163
ENSMUSP00000064002-mafft-cds.filter.fa	161	554	545.5341614906832	161	0	0	27205	61989	NA	0	192	192
ENSMUSP00000069326-mafft-cds.filter.fa	152	347	337.9605263157895	152	0	0	9766	42978	NA	0	185	185
ENSMUSP00000067581-mafft-cds.filter.fa	146	963	931.6506849315068	146	0	0	31419	109179	NA	0	301	298
ENSMUSP00000070726-mafft-cds.filter.fa	26	316	258.65384615384613	26	0	0	5016	3200	NA	0	59	2
ENSMUSP00000068895-mafft-cds.filter.fa	102	422	383.55882352941177	102	0	0	8347	34697	NA	0	280	278
ENSMUSP00000068111-mafft-cds.filter.fa	72	105	104.95833333333333	49	5	0	4197	3363	NA	0	0	0
ENSMUSP00000066894-mafft-cds.filter.fa	74	347	314.1756756756757	74	0	0	6197	19481	NA	0	156	138
ENSMUSP00000066620-mafft-cds.filter.fa	147	900	859.2380952380952	147	0	0	18827	113473	NA	0	655	651
ENSMUSP00000063795-mafft-cds.filter.fa	80	1242	1213.375	80	0	0	42892	56468	NA	0	289	278
ENSMUSP00000066701-mafft-cds.filter.fa	139	223	220.4748201438849	131	4	0	13147	17850	NA	0	22	22
ENSMUSP00000071875-mafft-cds.filter.fa	130	450	433.6307692307692	130	0	0	11518	46982	NA	0	222	219
ENSMUSP00000068804-mafft-cds.filter.fa	132	439	415.8333333333333	132	0	0	11824	46124	NA	0	317	316
ENSMUSP00000069851-mafft-cds.filter.fa	99	780	737.6363636363636	99	0	0	15557	61663	NA	0	334	327
ENSMUSP00000072039-mafft-cds.filter.fa	93	90	90.0	85	4	0	3369	5001	NA	0	0	0
ENSMUSP00000072660-mafft-cds.filter.fa	111	170	163.9009009009009	107	2	0	3127	15743	NA	0	82	81
ENSMUSP00000072803-mafft-cds.filter.fa	146	489	477.25342465753425	146	0	0	11727	59667	NA	0	171	171
ENSMUSP00000072763-mafft-cds.filter.fa	107	506	474.57943925233644	107	0	0	12103	42039	NA	0	303	302
ENSMUSP00000070868-mafft-cds.filter.fa	149	418	397.02013422818794	149	0	0	6758	55524	NA	0	418	417
ENSMUSP00000072983-mafft-cds.filter.fa	154	420	414.5584415584416	154	0	0	11837	52843	NA	0	166	165
ENSMUSP00000073072-mafft-cds.filter.fa	148	329	305.8378378378378	148	0	0	11207	37485	NA	0	213	213
ENSMUSP00000073190-mafft-cds.filter.fa	155	1671	1587.116129032258	155	0	0	26911	232094	NA	0	1160	1155
ENSMUSP00000072863-mafft-cds.filter.fa	148	435	429.2837837837838	148	0	0	11847	52533	NA	0	169	169
ENSMUSP00000073220-mafft-cds.filter.fa	161	1022	995.3975155279503	161	0	0	22991	141551	NA	0	572	571
ENSMUSP00000074340-mafft-cds.filter.fa	156	3725	3583.5384615384614	156	0	0	73429	507671	NA	0	2877	2876
ENSMUSP00000074837-mafft-cds.filter.fa	160	715	693.56875	160	0	0	19410	94990	NA	0	348	346
ENSMUSP00000075203-mafft-cds.filter.fa	107	117	116.89719626168224	100	3	0	4643	7876	NA	0	3	3
ENSMUSP00000075839-mafft-cds.filter.fa	154	298	292.93506493506493	154	0	0	9956	35936	NA	0	134	134
ENSMUSP00000076160-mafft-cds.filter.fa	134	500	481.8805970149254	134	0	0	18592	48408	NA	0	196	192
ENSMUSP00000076220-mafft-cds.filter.fa	118	138	126.27118644067797	118	0	0	1864	14420	NA	0	52	50
ENSMUSP00000076564-mafft-cds.filter.fa	150	352	342.82666666666665	150	0	0	12230	40570	NA	0	144	144
ENSMUSP00000076830-mafft-cds.filter.fa	145	435	420.36551724137934	145	0	0	12679	50396	NA	0	320	318
ENSMUSP00000076948-mafft-cds.filter.fa	115	199	195.7391304347826	113	1	0	6847	16038	NA	0	61	61
ENSMUSP00000077135-mafft-cds.filter.fa	104	329	326.4807692307692	102	1	0	8980	25236	NA	0	40	40
ENSMUSP00000077563-mafft-cds.filter.fa	163	630	600.3067484662577	163	0	0	22255	80435	NA	0	301	301
ENSMUSP00000077873-mafft-cds.filter.fa	150	84	83.71333333333334	142	4	0	2279	10321	NA	0	6	6
ENSMUSP00000077914-mafft-cds.filter.fa	139	92	91.99280575539568	129	4	0	3524	9264	NA	0	0	0
ENSMUSP00000078914-mafft-cds.filter.fa	121	165	157.55371900826447	117	2	0	4933	15032	NA	0	80	80
ENSMUSP00000079062-mafft-cds.filter.fa	128	325	307.359375	128	0	0	6782	34818	NA	0	138	133
ENSMUSP00000079883-mafft-cds.filter.fa	147	75	74.41496598639456	123	8	0	1270	9755	NA	0	20	20
ENSMUSP00000079926-mafft-cds.filter.fa	158	1624	1577.5443037974683	158	0	0	45657	210935	NA	0	984	982
ENSMUSP00000080266-mafft-cds.filter.fa	69	301	259.3623188405797	69	0	0	7021	13748	NA	0	145	121
ENSMUSP00000080796-mafft-cds.filter.fa	148	200	197.27027027027026	142	3	0	9101	20499	NA	0	38	36
ENSMUSP00000082691-mafft-cds.filter.fa	160	450	441.10625	160	0	0	11784	60216	NA	0	236	236
ENSMUSP00000082710-mafft-cds.filter.fa	158	278	271.67088607594934	156	1	0	8962	34962	NA	0	163	163
ENSMUSP00000082777-mafft-cds.filter.fa	69	313	296.8550724637681	69	0	0	6776	14821	NA	0	129	124
ENSMUSP00000082821-mafft-cds.filter.fa	118	394	371.6694915254237	118	0	0	9296	37196	NA	0	219	217
ENSMUSP00000083057-mafft-cds.filter.fa	127	89	87.98425196850394	108	9	0	3945	7358	NA	0	2	1
ENSMUSP00000083077-mafft-cds.filter.fa	82	1054	910.2073170731708	82	0	0	20417	66011	NA	0	684	629
ENSMUSP00000083076-mafft-cds.filter.fa	163	434	429.7914110429448	163	0	0	15004	55738	NA	0	143	143
ENSMUSP00000083241-mafft-cds.filter.fa	93	688	626.1612903225806	93	0	0	14781	49203	NA	0	274	273
ENSMUSP00000083300-mafft-cds.filter.fa	123	596	534.560975609756	123	0	0	6431	66877	NA	0	514	511
ENSMUSP00000083375-mafft-cds.filter.fa	114	376	357.5964912280702	114	0	0	4715	38149	NA	0	199	190
ENSMUSP00000083611-mafft-cds.filter.fa	159	314	310.6666666666667	159	0	0	9910	40016	NA	0	140	139
ENSMUSP00000083620-mafft-cds.filter.fa	80	1182	991.3875	80	0	0	36667	57893	NA	0	419	265
ENSMUSP00000083707-mafft-cds.filter.fa	161	854	830.8571428571429	161	0	0	25421	112073	NA	0	459	459
ENSMUSP00000083747-mafft-cds.filter.fa	50	474	405.6	50	0	0	14528	9172	NA	0	140	88
ENSMUSP00000083806-mafft-cds.filter.fa	154	476	455.2987012987013	154	0	0	10685	62619	NA	0	367	364
ENSMUSP00000083896-mafft-cds.filter.fa	153	266	262.6143790849673	153	0	0	8543	32155	NA	0	78	78
ENSMUSP00000083944-mafft-cds.filter.fa	155	1249	1219.1935483870968	155	0	0	22320	171275	NA	0	427	423
ENSMUSP00000084029-mafft-cds.filter.fa	118	1257	1148.7796610169491	118	0	0	27406	120920	NA	0	873	872
ENSMUSP00000084054-mafft-cds.filter.fa	160	228	226.2125	156	2	0	7995	28485	NA	0	63	63
ENSMUSP00000084062-mafft-cds.filter.fa	157	140	139.54777070063693	149	4	0	5958	16022	NA	0	20	20
ENSMUSP00000084073-mafft-cds.filter.fa	151	63	62.7682119205298	106	13	0	2088	7425	NA	0	12	12
ENSMUSP00000084361-mafft-cds.filter.fa	157	1611	1560.4012738853503	157	0	0	43736	209191	NA	0	904	902
ENSMUSP00000084430-mafft-cds.filter.fa	147	949	903.0204081632653	147	0	0	27735	111768	NA	0	577	573
ENSMUSP00000084466-mafft-cds.filter.fa	114	250	242.43859649122808	110	2	0	6534	21966	NA	0	132	130
ENSMUSP00000084478-mafft-cds.filter.fa	140	272	267.45	138	1	0	9806	28274	NA	0	129	129
ENSMUSP00000084523-mafft-cds.filter.fa	156	1540	1468.474358974359	156	0	0	29992	210248	NA	0	1286	1285
ENSMUSP00000084633-mafft-cds.filter.fa	130	367	350.9923076923077	130	0	0	10337	37373	NA	0	249	248
ENSMUSP00000084701-mafft-cds.filter.fa	158	736	725.0253164556962	158	0	0	34579	81709	NA	0	252	251
ENSMUSP00000085192-mafft-cds.filter.fa	107	1121	1067.747663551402	107	0	0	28999	90948	NA	0	558	555
ENSMUSP00000085244-mafft-cds.filter.fa	158	877	853.5126582278481	158	0	0	38362	100204	NA	0	508	508
ENSMUSP00000085625-mafft-cds.filter.fa	136	51	50.94117647058823	100	11	0	1903	5033	NA	0	3	3
ENSMUSP00000085900-mafft-cds.filter.fa	64	371	357.765625	64	0	0	5955	17789	NA	0	94	94
ENSMUSP00000085826-mafft-cds.filter.fa	121	224	211.21487603305786	119	1	0	7499	19605	NA	0	93	91
ENSMUSP00000085986-mafft-cds.filter.fa	137	1452	1322.6934306569342	137	0	0	32070	166854	NA	0	1144	1142
ENSMUSP00000086034-mafft-cds.filter.fa	160	617	594.76875	158	1	0	20798	77922	NA	0	287	286
ENSMUSP00000086041-mafft-cds.filter.fa	87	42	42.0	44	12	0	1836	1818	NA	0	0	0
ENSMUSP00000086294-mafft-cds.filter.fa	72	207	197.80555555555554	72	0	0	3780	11124	NA	0	63	59
ENSMUSP00000087763-mafft-cds.filter.fa	150	471	444.6533333333333	148	1	0	11098	59552	NA	0	273	271
ENSMUSP00000087787-mafft-cds.filter.fa	137	107	106.81751824817518	129	4	0	3295	11364	NA	0	0	0
ENSMUSP00000088935-mafft-cds.filter.fa	90	95	94.9	63	10	0	5007	3543	NA	0	1	1
ENSMUSP00000091895-mafft-cds.filter.fa	121	313	306.88429752066116	121	0	0	9600	28273	NA	0	33	29
ENSMUSP00000092135-mafft-cds.filter.fa	120	209	203.43333333333334	120	0	0	6680	18400	NA	0	42	42
ENSMUSP00000092210-mafft-cds.filter.fa	142	335	314.7535211267606	142	0	0	6936	40634	NA	0	170	169
ENSMUSP00000092412-mafft-cds.filter.fa	113	611	588.0973451327434	113	0	0	7340	61703	NA	0	319	316
ENSMUSP00000092440-mafft-cds.filter.fa	142	1397	1333.7394366197184	142	0	0	28577	169797	NA	0	1078	1071
ENSMUSP00000092624-mafft-cds.filter.fa	163	718	699.4355828220858	163	0	0	24496	92538	NA	0	379	375
ENSMUSP00000092630-mafft-cds.filter.fa	121	194	186.17355371900825	121	0	0	4949	18525	NA	0	48	45
ENSMUSP00000095051-mafft-cds.filter.fa	148	824	798.5945945945946	148	0	0	21437	100515	NA	0	327	323
ENSMUSP00000095101-mafft-cds.filter.fa	141	189	187.36170212765958	133	3	2	8109	18540	NA	0	40	39
ENSMUSP00000095148-mafft-cds.filter.fa	141	136	135.88652482269504	122	8	0	5692	13484	NA	0	0	0
ENSMUSP00000095169-mafft-cds.filter.fa	120	186	176.20833333333334	117	1	0	4915	17405	NA	0	84	84
ENSMUSP00000095195-mafft-cds.filter.fa	153	812	758.124183006536	153	0	0	21773	102463	NA	0	524	522
ENSMUSP00000095249-mafft-cds.filter.fa	117	674	620.8119658119658	117	0	0	13005	65853	NA	0	537	537
ENSMUSP00000095235-mafft-cds.filter.fa	144	157	156.81944444444446	138	3	0	5892	16716	NA	0	2	2
ENSMUSP00000095255-mafft-cds.filter.fa	19	298	257.0	19	0	0	4147	1515	NA	0	41	0
ENSMUSP00000095276-mafft-cds.filter.fa	146	36	36.0	61	19	0	2266	2990	NA	0	0	0
ENSMUSP00000095316-mafft-cds.filter.fa	145	349	336.3448275862069	145	0	1	6529	44076	NA	0	203	201
ENSMUSP00000095270-mafft-cds.filter.fa	121	317	298.6776859504132	121	0	0	10048	28309	NA	0	149	148
