node,clade,node.type,branch.length,label,astral,gcf,scf,cS,cN,cA,mS,mN,mA,num.genes.full,num.genes.partial,num.genes.no.clade
274,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Mastacomys_fuscus_M13957;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Xeromys_myoides_ABTC30709;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,1.3968767248,1/61.5/61.2,1,61.5,61.2,260.0,181.0,73.0,6.0,9.0,1.0,0,48,8285
275,Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Leptomys_elegans_ABTC45741;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,1.5826288229,1/70.6/71.2,1,70.6,71.2,836.0,593.0,201.0,42.0,30.0,1.0,0,267,8066
273,Abeomelomys_sevia_KUM161018;Pogonomelomys_mayeri_AMM21849,internal,0.9362176111,1/65.3/61.5,1,65.3,61.5,23615.0,18179.0,4377.0,1059.0,448.0,10.0,3875,1535,2923
276,Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Parahydromys_asper_ABTC45798,internal,1.3009107858,1/70.2/74.2,1,70.2,74.2,3182.0,2217.0,585.0,380.0,119.0,1.0,0,1189,7144
277,Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Parahydromys_asper_ABTC45798,internal,1.0891800778,1/70.7/75.5,1,70.7,75.5,8423.0,4720.0,1348.0,2355.0,508.0,8.0,0,3543,4790
278,Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391,internal,0.3648280463,1/47.7/53.2,1,47.7,53.2,13277.0,5042.0,1394.0,6841.0,1318.0,25.0,0,4896,3437
285,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,0.3462089248,1/30.9/43.6,1,30.9,43.6,791.0,531.0,148.0,112.0,47.0,0.0,0,232,8101
282,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716,internal,0.1232145397,1/18.6/40.2,1,18.6,40.2,5580.0,4037.0,928.0,615.0,140.0,4.0,0,2524,5809
280,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,0.4392546623,1/37.4/45.8,1,37.4,45.8,5843.0,4625.0,1053.0,165.0,82.0,4.0,2124,755,5454
281,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920,internal,0.7579029078,1/58.8/64.1,1,58.8,64.1,12240.0,9615.0,2038.0,587.0,197.0,0.0,3643,1084,3606
290,Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335,internal,0.2470298415,1/34.3/54,1,34.3,54,18238.0,9393.0,2425.0,6420.0,1096.0,8.0,558,3067,4708
286,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,0.289058951,1/34/44.8,1,34,44.8,3155.0,1906.0,592.0,657.0,159.0,1.0,0,934,7399
279,Leptomys_elegans_ABTC45741;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,0.2075207395,1/24.7/42.6,1,24.7,42.6,1384.0,1041.0,265.0,78.0,38.0,1.0,0,793,7540
288,Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,1.8201101793,1/82.4/87.5,1,82.4,87.5,15998.0,9095.0,2183.0,4720.0,664.0,10.0,0,7585,748
287,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864,internal,1.1297727697,1/70.1/73.9,1,70.1,73.9,27696.0,20415.0,4761.0,2520.0,522.0,13.0,3821,2008,2504
283,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754,internal,0.1852027012,1/27.1/40.1,1,27.1,40.1,5580.0,4037.0,928.0,615.0,140.0,4.0,1526,998,5809
292,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056,internal,0.2707120133,1/39.8/44.4,1,39.8,44.4,35074.0,20260.0,4199.0,10615.0,1311.0,15.0,0,7055,1278
289,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,0.8454501739,1/52.2/61.9,1,52.2,61.9,6133.0,4249.0,1005.0,879.0,189.0,2.0,0,1584,6749
293,Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,1.0376499343,1/68.1/69.5,1,68.1,69.5,20635.0,14710.0,3303.0,2622.0,466.0,4.0,3633,1804,2896
298,Zyzomys_argurus_ABTC61630;Zyzomys_palatalis_ABTC30744,internal,0.5034030811,1/51.3/57.1,1,51.3,57.1,11785.0,7807.0,1852.0,2126.0,292.0,0.0,2555,1419,4359
291,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,0.5344044707,1/44.2/50.2,1,44.2,50.2,7487.0,4931.0,1165.0,1391.0,241.0,2.0,0,2024,6309
284,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mastacomys_fuscus_M13957;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.9832235007,1/52.2/55.7,1,52.2,55.7,344.0,222.0,85.0,37.0,18.0,0.0,0,97,8236
295,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,1.2613638418,1/64.6/72.8,1,64.6,72.8,20785.0,16150.0,4305.0,330.0,214.0,5.0,2969,2096,3268
300,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623,internal,2.2628832125,1/88.2/92.1,1,88.2,92.1,53805.0,43050.0,9428.0,1327.0,837.0,7.0,5743,1041,1549
299,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,0.0632597052,1/17.1/34.2,1,17.1,34.2,794.0,621.0,164.0,9.0,36.0,1.0,0,304,8029
294,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.4993296351,1/31.9/44.6,1,31.9,44.6,889.0,695.0,167.0,27.0,32.0,1.0,0,380,7953
296,Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.2141921628,1/36.5/44,1,36.5,44,11854.0,7265.0,1722.0,2867.0,390.0,5.0,1695,1888,4750
297,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744,internal,0.5542933514,1/47.1/54.9,1,47.1,54.9,9289.0,6948.0,1564.0,777.0,156.0,0.0,2353,1204,4776
301,Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,0.902366316,1/45.2/57.7,1,45.2,57.7,1263.0,995.0,259.0,9.0,39.0,1.0,0,512,7821
302,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.1851904011,1/22.1/39.8,1,22.1,39.8,1127.0,731.0,201.0,195.0,51.0,0.0,0,412,7921
305,Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.4314929265,1/45.3/55.4,1,45.3,55.4,9108.0,5712.0,1229.0,2167.0,212.0,3.0,2398,1307,4628
307,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,1.1201139523,1/64.5/72.3,1,64.5,72.3,5766.0,3482.0,783.0,1501.0,287.0,4.0,0,2026,6307
303,Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,1.2904292824,1/65.6/75.2,1,65.6,75.2,19256.0,15170.0,3667.0,419.0,189.0,3.0,3568,1643,3122
310,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.3598168238,1/24.7/45.8,1,24.7,45.8,3825.0,2932.0,869.0,24.0,53.0,1.0,818,1154,6361
309,Notomys_alexis_U1308;Notomys_aquilo_M-32455,internal,0.0723183981,1/23.8/38.6,1,23.8,38.6,17555.0,4724.0,1380.0,11451.0,782.0,13.0,0,6684,1649
304,Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,0.1248958893,1/30.4/39.9,1,30.4,39.9,6030.0,4248.0,945.0,837.0,139.0,1.0,1430,1065,5838
306,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,0.5697754574,1/43.3/56.3,1,43.3,56.3,3137.0,1703.0,400.0,1034.0,169.0,1.0,0,958,7375
313,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672,internal,1.4010924273,1/74.9/81.3,1,74.9,81.3,23683.0,18151.0,3733.0,1799.0,359.0,7.0,4591,1206,2536
308,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830,internal,0.0569880912,1/22.4/38.8,1,22.4,38.8,5860.0,2852.0,694.0,2314.0,295.0,6.0,0,2210,6123
315,Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448,internal,1.4916987908,1/75.6/82.9,1,75.6,82.9,26869.0,19877.0,4750.0,2242.0,400.0,4.0,4510,1237,2586
318,Pseudomys_desertor_ABTC41464;Pseudomys_shortridgei_Z25113,internal,1.2878584658,1/72.7/81,1,72.7,81,22893.0,17070.0,3569.0,2254.0,472.0,6.0,4065,1671,2597
312,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_fumeus_ABTC08168,internal,0.3655304624,1/32/49.4,1,32,49.4,7865.0,5745.0,1333.0,787.0,133.0,1.0,1686,1049,5598
311,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.2931795082,1/17.5/41.5,1,17.5,41.5,2710.0,2091.0,594.0,25.0,34.0,1.0,537,896,6900
314,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.1119357098,1/10.9/37.1,1,10.9,37.1,1588.0,1181.0,342.0,65.0,36.0,1.0,319,544,7470
320,Mastacomys_fuscus_M13957;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2035419953,1/20.9/40.3,1,20.9,40.3,3176.0,2417.0,571.0,188.0,39.0,0.0,913,858,6562
317,Pseudomys_desertor_ABTC41464;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.3018478021,1/26.8/45.7,1,26.8,45.7,6040.0,4078.0,951.0,1011.0,185.0,3.0,1314,1050,5969
319,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2788384631,1/19.7/45.2,1,19.7,45.2,3124.0,2515.0,470.0,139.0,26.0,0.0,859,820,6654
316,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,0.1391306498,1/8.64/40.3,1,8.64,40.3,1231.0,918.0,262.0,51.0,37.0,1.0,285,456,7592
322,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_novaehollandiae_ABTC08140,internal,0.7699887251,1/50.6/65.5,1,50.6,65.5,9346.0,7244.0,1539.0,563.0,113.0,0.0,2383,1605,4345
321,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,0.2198974977,1/25/43.1,1,25,43.1,3509.0,2536.0,658.0,315.0,58.0,0.0,1007,913,6413
323,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_novaehollandiae_ABTC08140,internal,0.3741615204,1/38.3/51.3,1,38.3,51.3,6548.0,4586.0,1096.0,866.0,155.0,0.0,1757,1301,5275
324,Pseudomys_bolami_ABTC107389;Pseudomys_novaehollandiae_ABTC08140,internal,0.0786021292,1/27.2/38.2,1,27.2,38.2,6402.0,3272.0,913.0,2217.0,215.0,1.0,990,1602,5741
328,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,1.0889873501,1/61.7/50.2,1,61.7,50.2,20851.0,17125.0,3724.0,2.0,172.0,1.0,1147,3833,3353
329,Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841,internal,2.5551991617,1/92/85.7,1,92,85.7,82414.0,66529.0,15511.0,374.0,1226.0,14.0,6375,1047,911
326,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Vandeleuria_oleracea_ABTC116404,internal,0.3505836959,1/31.6/38.1,1,31.6,38.1,9947.0,7981.0,1960.0,6.0,79.0,1.0,532,2385,5416
333,Dephomys_defua_MNHNR24062;Hybomys_lunaris_LSUMZ37734;Hybomys_univittatus_TCD4026;Stochomys_longicaudatus_MNHN1999459,internal,1.2100345465,1/70.1/58.8,1,70.1,58.8,26476.0,21459.0,4791.0,226.0,257.0,2.0,2647,3045,2641
332,Dephomys_defua_MNHNR24062;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Stochomys_longicaudatus_MNHN1999459,internal,0.5039936469,1/39.1/42.8,1,39.1,42.8,10615.0,8347.0,2187.0,81.0,117.0,0.0,1399,1840,5094
325,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Apodemus_sylvaticus_SMG3823;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Colomys_goslingi_TCD4175;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Lemniscomys_striatus_TCD4711;Malacomys_longipes_TCD4253;Mastomys_natalensis_T4162;Micaelemys_namaquensis_MNHN1987009;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Vandeleuria_oleracea_ABTC116404;Zelotomys_woosnami_TTU-M115260,internal,0.1586408708,1/40.4/42.2,1,40.4,42.2,32.0,26.0,6.0,0.0,0.0,0.0,0,19,8314
334,Hybomys_lunaris_LSUMZ37734;Hybomys_univittatus_TCD4026,internal,2.5441121277,1/92.4/94.5,1,92.4,94.5,80240.0,65382.0,12062.0,2796.0,1291.0,18.0,4645,2660,1028
327,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.8472482432,1/53.9/47.1,1,53.9,47.1,17525.0,14307.0,3216.0,2.0,130.0,3.0,1006,3425,3902
337,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Grammomys_dryas_LSUMZ37716;Micaelemys_namaquensis_MNHN1987009;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.2155136206,1/18/39.2,1,18,39.2,3351.0,2664.0,663.0,24.0,47.0,2.0,905,643,6785
