,Taxon,states,Locomotor Mode Notes,Source (Author; Title; Year),Scoring_1,Locomotor type,Add. Notes,Geographic Region,Taxon_Loc1,Taxon_Loc2,Taxon_clade,Geo_1,Multiple_Geo,Total Length,Head/Body Length,Tail Length,TAIL_Index,Hind Foot Length,Ear Length,Adult.mass.g,Tail/Body ratio,HindFoot/Body ratio,litter size,Genus,Species,"Mass(from lit, not averages)",Sequence_data _NOT UPDATED
Vandeleuria_nilagirica,Vandeleuria_nilagirica,A,"It builds spherical to oval shaped nests of grass and leaves in forks of trees or on coffee. It is usually found nesting in pairs in the months of October to February. Once the young mature, the family abandons the nests and seek shelter in tree holes and shallow nests high up in trees (S. Molur pers. comm.)","IUNC redlist, personal communication reported there",1,,,India,,,,1,,,,,#DIV/0!,,,23.79,#DIV/0!,#DIV/0!,3.24,Vandeleuria,nilagirica,23.79,N
Apodemus_argenteus,Apodemus_argenteus,A,actively utilizes arboreal habitats in both summer and autumn,"Sekijima, Metabolic Rates of Two Congeneric Woodmice, Apodemus argenteus and A. speciosus (Rodentia: Muridae), in Japan p.143",1,,,Japan,,,,7,,,,,#DIV/0!,,,23.8,#DIV/0!,#DIV/0!,5.16,Apodemus,argenteus,21,Y
Apodemus_draco,Apodemus_draco,C,"Tail is not prehensile, they climb well and are active jumpers. Good swimmers","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 772 / Francis, A Guide to the Mammals of Southeast Asia p. 373",1,,Locomotor mode note general about genus,"southern and eastern China, Assam, Burma, Taiwan",,,,7,"2,7",202.5,92.5,110,0.543209877,22.5,16,23.8,1.189189189,0.243243243,5.18,Apodemus,draco,22.25,Y
Apodemus_pallipes,Apodemus_pallipes,T,Elton Traits,"Smith and Xie, A Guide to the Mammals of China p. 255",,,,China,,,,7,,181,91,90,0.497237569,20.5,16,23.8,0.989010989,0.225274725,5.2,Apodemus,pallipes,25.68,Y
Chiropodomys_gliroides,Chiropodomys_gliroides,A,"Lives in the bamboo internode. Found in the daytime high in a flowering tree / primarily arboreal /they are arboreal but also descend to the ground;","Lekagul and McNeely, Mammals of Thailand p. 424 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 773 / Musser, Bulletin v. 163 article 6 RESULTS OF THE ARCHBOLDEXPEDITIONS. NO. 102.THE SPECIES OF CHIROPODOMYS,ARBOREAL MICEOF INDOCHINA AND THE MALAYARCH1IPELAGO",1,,Second locomotor mode note general about genus,"Thailand/ Assam to southeastern China and Malay Peninsula, Sumatra, Java, Bali, Borneo, Natuna Islands",,,,2,,215.9,89.2,126.7,0.586845762,18.5,16,23.89,1.420403587,0.207399103,1.91,Chiropodomys,gliroides,24.1,Y
Hylomyscus_kerbispeterhansi,Hylomyscus_kerbispeterhansi,C,"thought to be arboreal, speciemns caught on the ground and off the ground",Demos et al. 2014 Hylomyscus,1,,,Africa,,,,8,,228,92,136,0.596491228,20,20,23.9,1.47826087,0.217391304,NA,Hylomyscus,kerbispeterhansi,23.9,N
Hylomyscus_aeta,Hylomyscus_aeta,A,Arboreal,"Kingdon, Mammals of Africa p. 430",1,,,Africa,,,,8,,232.6,95.7,136.9,0.588564059,21.4,16,24.415,1.430512017,0.223615465,4.18,Hylomyscus,aeta,26.7,Y
Chiropodomys_muroides,Chiropodomys_muroides,A,"C. muroides is likely arboreal and is associated with forests, I have no first hand information about its habits or specific habitat and there is nothing recorded in the literature.","Musser, Bulletin v. 163 article 6 RESULTS OF THE ARCHBOLD EXPEDITIONS. NO. 102. THE SPECIES OF CHIROPODOMYS, ARBOREAL MICE OF INDOCHINA AND THE MALAY ARCH1IPELAGO",1,,,northeastern Borneo,,,,3,,202.2,86.2,116,0.573689416,18.8,15.6,24.65,1.345707657,0.218097448,NA,Chiropodomys,muroides,20.4,N
Vernaya_fulva,Vernaya_fulva,C,"Specimen taken in areas of low, dense vegetation among low cliffs and rocky outcrops. Has pointed claws. / Arboreal","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 774 / Francis, A Guide to the Mammals of Southeast Asia p. 373 / Smith and Xie, A Guide to the Mammals of China p. 273",1,,,"northern Burma, Yunnan (southern China)",,,,2,,205,90,115,0.56097561,18.25,17,24.85,1.277777778,0.202777778,NA,Vernaya,fulva,24.85,N
Soricomys_kalinga,Soricomys_kalinga,C,"Forage on the surface of the ground, occasionally they climb up to 2 m above the ground","Heany, The Mammals of Luzon Island pg. 163",1,,,Philippines,1,,2,9,,195,102,93,0.476923077,24,14,25,0.911764706,0.235294118,NA,Soricomys,kalinga,25,Y
Apodemus_semotus,Apodemus_semotus,T,No mention of climbing found in literature,"Smith and Xie, A Guide to the Mammals of China p. 256",2,,,China,,,,7,,238.7,116.8,121.9,0.510682866,26.4,25.3,25.29,1.043664384,0.226027397,4.365,Apodemus,semotus,26.3,Y
Apomys_littoralis,Apomys_littoralis,T,Elton Traits,Musser Apomys 1983,,,Locomotor mode note general about genus,"Mindanao, provisionally from Negros",1,,2,9,,220,100,120,0.545454546,25,16,25.475,1.2,0.25,NA,Apomys,littoralis,20,N
Apodemus_hyrcanicus,Apodemus_hyrcanicus,T,Terrestrial,"IUNC redlist, Gromov, I.M. and Erbaeva, M.A. 1995. Mammal fauna of Russia and adjacent territories. Lagomorphs and Rodents. Russian Academy of Science, Zoological Institut, St. Petersburg.",2,,,Iran,,,,7,,,,,#DIV/0!,,,25.76,#DIV/0!,#DIV/0!,NA,Apodemus,hyrcanicus,25.76,Y
Apodemus_rusiges,Apodemus_rusiges,T,"live in burrows, usually found in Himalayan mixed temperate coniferous forests ","Awan et al., Punjab Univ. J. Zool., Vol 19 2004 Distribution, Food, and Habitat Preferences of Small Mammals in Machiara National Park, District Muzaffarabad, Azar Kashmir, Pakistan",2,,,"Asia, Africa, Europe, Pakistan",,,,7,,,,,#DIV/0!,,,26.05,#DIV/0!,#DIV/0!,5.19,Apodemus,rusiges,25.67,N
Sommeromys_macrorhinos,Sommeromys_macrorhinos,A,"Its very long and slender tail with its gripping capability, the long and narrow hind feet, long digits and bulbous interdigial pads, claw conformation, and over all gracile body build also suggest scansorial and arboreal behaviors. The large fleshy in- terdigital palmar and plantar pads, along with the elongate digits and their curved and sharp claws would allow secure purchase on wet bark and mossy substrates at levels above the ground in woody shrubs and crowns of un- derstory trees. At times the rat may leap from one branch to the other, a motility suggested by the long hind legs with their elongate feet (and small thenar and hypothenar tubercles occupying only a very small part of the oth- erwise smooth plantar surface). As it scam- pered, climbed, or leapt along and among twigs and branches, the animal would be sta- bilized by its projecting pollex and prehen- sile distal tail strip.","Durden and Musser, Novitates #3368 Sulawesi Rodents: Description of a New Genus and Species of Murinae (Muridae, Rodentia) and Its Parasitic New Species of Sucking Louse (Insecta, Anoplura) p. 34. Measurements from Rowe, Achmadi, Esslestyn 2014",1,,,Sulawesi,2,,,4,,282.5,100,182.5,0.646017699,30,18.25,26.83,1.825,0.3,NA,Sommeromys,macrorhinos,26.83,Y
Lemniscomys_linulus,Lemniscomys_linulus,T,Elton Traits,"Kingdon, Mammals of Africa p. 447",,,,Africa,,,,8,,218,107,111,0.509174312,26,16.5,27,1.037383178,0.242990654,3.465,Lemniscomys,linulus,27,N
Soricomys_montanus,Soricomys_montanus,T,Forage on the ground,"Heany, The Mammals of Luzon Island pg. 165",2,,,Philippines,1,,2,9,,190.5,98,92.5,0.485564305,24,14,27,0.943877551,0.244897959,NA,Soricomys,montanus,27,Y
Pseudomys_glaucus,Pseudomys_glaucus,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 820",,,,Australia,3,,1,6,,,,,#DIV/0!,,,27.5,#DIV/0!,#DIV/0!,NA,Pseudomys,glaucus,27.5,N
Apodemus_epimelas,Apodemus_epimelas,T,"Do not make their own burrow, use rock cavities as nest","Schon, Belgian Journal of Zoology Volume 139 (2)- July 2009 p.133-146",2,,,,,,,7,,,,,#DIV/0!,,,28.07,#DIV/0!,#DIV/0!,3.36,Apodemus,epimelas,28.07,N
Apodemus_alpicola,Apodemus_alpicola,C,"Therefore we can conclude that A. alpicola has a mostly terrestrial behaviour. However, it has some morphological characteristics which could have been interpreted as dispositions for tree-climbing: long tail and long hind feet. ","The diet of the Alpine mouse Apodemus alpicola in the Swiss Alps, http://www.sciencedirect.com/science/article/pii/S1616504704000254",1,,,Europe,,,,7,,,,,#DIV/0!,,,28.3,#DIV/0!,#DIV/0!,5.5,Apodemus,alpicola,28.06,Y
Apodemus_gurkha,Apodemus_gurkha,C,"Tail is not prehensile, they climb well and are active jumpers. Good swimmers","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 772",1,,Locomotor mode note general about genus,Nepal,,,,7,,,,,#DIV/0!,,,28.3,#DIV/0!,#DIV/0!,5.5,Apodemus,gurkha,39.9,Y
Apodemus_latronum,Apodemus_latronum,C,"Tail is not prehensile, they climb well and are active jumpers. Good swimmers. Found only in plantations and fields. See citation.","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 772 / Francis, A Guide to the Mammals of Southeast Asia p. 373, Xiao et al 2006",1,,Locomotor mode note general about genus,"Sichuan and Yunnan (southern China), northern Burma",,,,2,,212.5,102.5,110,0.517647059,25.5,19.5,28.3,1.073170732,0.248780488,5.22,Apodemus,latronum,35.2,Y
Apodemus_peninsulae,Apodemus_peninsulae,C,"Tail is not prehensile, they climb well and are active jumpers. Good swimmers","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 772",1,,Locomotor mode note general about genus,"eastern and southern Siberia, Manchuria, Korea, northeastern and central China, Sakhalin, Hokkaido",,,,7,,188,99,89,0.473404255,22,15.5,28.3,0.898989899,0.222222222,4.555,Apodemus,peninsulae,32.9,Y
Apodemus_ponticus,Apodemus_ponticus,T,"terrestrial exchange is partially conceivable via some corridors (i.e. Aras River valley; Missone, 1959) between the region and the Cauca- sus hotspot where the Caucasus field mice were supposed to be endemic.","Mohammadi et al., Biodiversity Journal 2014 5 (4)  First record of the Caucasus field mouse Apodemus ponticus Sviridenko, 1936 (Rodentia Muridae) from Iran p. 478",2,,,Iran,,,,7,,191.19,89.86,101.33,0.529996339,22.71,17.43,28.3,1.127643,0.252726463,5.5,Apodemus,ponticus,25.76,Y
Grammomys_caniceps,Grammomys_caniceps,C,Scansorial with a prehensile tail. Captive animals showed well-developed climbing behaviour. ,"Kingdon, Mammals of Africa p. 408",1,,,Africa,,,,8,,248.1,97.4,150.7,0.607416364,21.1,16,28.4,1.547227926,0.216632444,NA,Grammomys,caniceps,28.4,N
Lemniscomys_macculus,Lemniscomys_macculus,T,Terrestrial,"Kingdon, Mammals of Africa p. 448",2,,,Africa,,,,8,,208.2,99.2,109,0.523535062,22.6,14.6,28.4,1.098790323,0.227822581,NA,Lemniscomys,macculus,30.3,Y
Hylomyscus_anselli,Hylomyscus_anselli,A,arboreal,Carelton and Stanley 2005 Hylomyscus,1,,,Africa,,,,8,,247,101,146,0.591093117,21,20,28.5,1.445544554,0.207920792,NA,Hylomyscus,anselli,28.5,Y
Mus_crociduroides,Mus_crociduroides,T,"Elton Traits. lives in forests, nothing else known. ","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 858 / Musser 1983 Sumatra",,,,Sumatra,,,,3,,208.3,90.6,117.7,0.565050408,22,13,28.7,1.299116998,0.242825607,NA,Mus,crociduroides,28.7,Y
Chiropodomys_pusillus,Chiropodomys_pusillus,A,Arboreal,"Musser, Bulletin v. 163 article 6 RESULTS OF THE ARCHBOLD EXPEDITIONS. NO. 102. THE SPECIES OF CHIROPODOMYS, ARBOREAL MICE OF INDOCHINA AND THE MALAY ARCH1IPELAGO",1,,,Borneo,,,,3,,,,,#DIV/0!,,,28.9,#DIV/0!,#DIV/0!,2.17,Chiropodomys,pusillus,28.9,N
Hylomyscus_arcimontensis,Hylomyscus_arcimontensis,A,"Arboreal in nature, climbs in vines and shrubs and trees in the highlands",Carelton and Stanley 2005 Hylomyscus,1,,,Africa,,,,8,,240,100,140,0.583333333,22,18,29,1.4,0.22,NA,Hylomyscus,arcimontensis,29,Y
Mus_platythrix,Mus_platythrix,T,"nocturnal, terrestrial, ruederal","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 858 / 2005 Rodent CAMP report",2,,,India,,,,1,,,,,#DIV/0!,,,29.08,#DIV/0!,#DIV/0!,6.6225,Mus,platythrix,25.2,Y
Chiropodomys_karlkoopmani,Chiropodomys_karlkoopmani,A,"Chiropodomys karlkoopmani is a large, arboreal mouse","Musser, Bulletin v. 163 article 6 RESULTS OF THE ARCHBOLDEXPEDITIONS. NO. 102.THE SPECIES OF CHIROPODOMYS,ARBOREAL MICEOF INDOCHINA AND THE MALAYARCH1IPELAGO",1,,,Siberut and North Pagi islands off Sumatra,,,,3,,278,107,171,0.615107914,29,17,29.1,1.598130841,0.271028037,NA,Chiropodomys,karlkoopmani,29.1,N
Myomyscus_brockmani,Myomyscus_brockmani,T,"Terrestrial. Presumably does not dig burrows. Domiciles under and amongst rocks and boulders, and in crevices in volcanic lava.","Kingdon, Mammals of Africa p. 505",2,,,Africa,,,,8,,213.5,90,123.5,0.578454333,22,17,29.5,1.372222222,0.244444444,NA,Myomyscus,brockmani,29.5,Y
Apodemus_flavicollis,Apodemus_flavicollis,C,"Sometimes nests between roots, in rocky crevices, or in hollow trees/ A. flavicollis and A. sylvaticus are known to exhibit considerable arboreal activity. This may be easily interpreted as adap- tations: short length of lumbar vertebra found in A. flavi- collis is possibly associated with vertical leaping (see YOULATOS, 1999 and references therein) and loose femo- ral head with high degree of lateral movement of the hind limb, the character functionally associated with climbing (DOBRORUKA, 1960).","Schon, Belgian Journal of Zoology Volume 139 (2)- July 2009 p.133-146",1,,,"most of Europe, Asia Minor, Palestine",,,,7,,,,,#DIV/0!,,,29.95,#DIV/0!,#DIV/0!,5.22,Apodemus,flavicollis,26.7,Y
Pseudomys_desertor,Pseudomys_desertor,T,Utilizes runways and constructs elaborate tunnelsand spherical nests in the middle of the thickest tussocks,"Strahan, Complete Book of Australian Mammals p. 402 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Australia",2,,,Australia,3,,1,6,,190,100,90,0.473684211,22,15,30,0.9,0.22,3,Pseudomys,desertor,25,Y
Lemniscomys_barbarus,Lemniscomys_barbarus,T,Terrestrial,"Kingdon, Mammals of Africa p. 444",2,,,Africa,,,,8,,223.3,100.8,122.5,0.548589342,24.5,15.3,30.625,1.215277778,0.243055556,4.61,Lemniscomys,barbarus,35.1,Y
Millardia_gleadowi,Millardia_gleadowi,T,"nocturnal, fossorial","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 829 / 2005 Rodent CAMP report / MISHRA AND DHANDA 1975 Millardia",2,,,"Pakistan, western India",,,,1,,172.5,88.5,84,0.486956522,19,20,30.8,0.949152542,0.214689266,2.3,Millardia,gleadowi,30.8,N
Soricomys_leonardocoi,Soricomys_leonardcoi,T,,"Heany, The Mammals of Luzon Island pg. 164",,,,Philippines,1,,2,9,,194,105.5,88.5,0.456185567,23,14,31,0.838862559,0.218009479,NA,Soricomys,leonardcoi,31,Y
Soricomys_musseri,Soricomys_musseri,T,Forage on the surface of the ground,"Heany, The Mammals of Luzon Island pg. 166",2,,,Philippines,1,,2,9,,189,98.5,90.5,0.478835979,22,14.5,31,0.918781726,0.223350254,NA,Soricomys,musseri,31,Y
Coccymys_ruemmleri,Coccymys_ruemmleri,C,"can be found in moss forest or even alpine grassland above the tree line, partly terrestrial haven been trapped on fallen logs or on the ground","Flannery, Mammals of New Guniea p.274",2,,,New Guinea,3,1,1,5,,268,109,159,0.593283582,24.8,17,31.55,1.458715596,0.227522936,NA,Coccymys,ruemmleri,33.4,Y
Hylomyscus_baeri,Hylomyscus_baeri,A,Habitat: tress and bushes on the edge of the forest and in trees in cocoa plantations. ,"Kingdon, Mammals of Africa p. 433",1,,,Africa,,,,8,,234,105.9,128.1,0.547435897,21.8,16.3,31.8,1.209631728,0.20585458,NA,Hylomyscus,baeri,31.8,Y
Praomys_derooi,Praomys_derooi,T,Habitat: commensal with man in savanna habitats,"Kingdon, Mammals of Africa p. 526",2,,Syn. Myomys derooi,Africa,,,,8,,212.8,97.1,115.7,0.543703008,21.4,14.3,32,1.191555098,0.220391349,3.6875,Praomys,derooi,32,Y
Praomys_delectorum,Praomys_delectorum,C,Terrestrial and scansorial,"Kingdon, Mammals of Africa p. 525",1,,,Africa,,,,8,,224.3,100.1,124.2,0.553722693,23.8,20.6,32.345,1.240759241,0.237762238,3.69,Praomys,delectorum,28.7,Y
Niviventer_confucianus,Niviventer_confucianus,C,"Has been trapped on the ground, although its long tail and finely lamellated pawpads indicate tree-climbing capability. ","Lekagul and McNeely, Mammals of Thailand p. 454 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 833",1,,Syn. Rattus confucianus,"Thailand/ China, Burma, Indochina, Taiwan, Hainan",,,,2,,334.8,147.5,187.3,0.559438471,30,21.5,32.5,1.269830508,0.203389831,NA,Niviventer,confucianus,32.5,Y
Pseudomys_albocinereus,Pseudomys_albocinereus,T,Tunnels in the sand about one metre below the surface,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 820 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Australia",2,,,Australia,3,,1,6,,215,105,110,0.511627907,25,19,32.75,1.047619048,0.238095238,3.985,Pseudomys,albocinereus,35,Y
Apodemus_chevrieri,Apodemus_chevrieri,C,"Tail is not prehensile, they climb well and are active jumpers. Good swimmers","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 772",1,,Locomotor mode note general about genus,Central China,,,,7,,193,99,94,0.487046632,23.5,15,32.9,0.94949495,0.237373737,5.68,Apodemus,chevrieri,32.9,Y
Hylomyscus_denniae,Hylomyscus_denniae,A,Arboreal. Very long tail and short hindfeet appear to be adaptations for climbing among branches and vines / Strictly arboreal,"Kingdon, Mammals of Africa p. 435 / Huhndorf et al. 2007 Hybomys",1,,,Africa,,,,8,,235.8,98.3,139,0.589482612,20.7,18,32.995,1.414038657,0.210579858,4.61,Hylomyscus,denniae,30,Y
Hylomyscus_grandis,Hylomyscus_grandis,C,Very long tail suggests a scansorial life-style,"Kingdon, Mammals of Africa p. 436",1,,,Africa,,,,8,,236.8,96.8,140,0.591216216,20,16.5,33,1.446280992,0.20661157,4.18,Hylomyscus,grandis,33,Y
Chiropodomys_major,Chiropodomys_major,A,Primarily arboreal ,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 773/ Musser 1979 Chiropodomys",1,,Locomotor mode note general about genus,northern Borneo,,,,3,,233.7,105.3,128.4,0.549422336,24.1,16.8,33.2,1.219373219,0.228869896,NA,Chiropodomys,major,37.5,Y
Paraleptomys_wilhelmina,Paraleptomys_wilhelmina,T,1 specimen caught on ground,"Flannery, Mammals of New Guniea p.254",2,,,New Guinea,3,,1,5,,261,126,135,0.517241379,31,17,33.68,1.071428571,0.246031746,NA,Paraleptomys,wilhelmina,33,N
Mus_shortridgei,Mus_shortridgei,T,Captives have not burrowed in the sod. They have been content to build their grass nest and raise the young inside a bamboo tube (laying on ground) or in the corner of the terrarium./ Do not burrow,"Lekagul and McNeely, Mammals of Thailand p. 430 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 861",2,,,Thailand,,,,2,,181,110,71,0.392265193,20.5,18,34,0.645454546,0.186363636,6.315,Mus,shortridgei,34,N
Praomys_daltoni,Praomys_daltoni,C,"Often considered arboreal, and said to have nests in tree holes or even under the bark. Displays good swimming performances under laboratory conditions / Live in burrows in grasslands, rocky areas, or farmlands.  are efficient at digging in the sand and soil","Kingdon, Mammals of Africa p. 523 / Happold, The Mammals of Nigeria",1,,,Africa,,,,8,,224.6,108.8,115.8,0.515583259,20,17,34.445,1.064338235,0.183823529,5.49,Praomys,daltoni,33.9,Y
Chiropodomys_calamianensis,Chiropodomys_calamianensis,A,Primarily arboreal ,Musser 1979 Chiropodomys,1,,Locomotor mode note general about genus,"Busuanga, Palawan, and Balaba islands (Philippines)",,,,9,,270.5,117,153.5,0.567467653,25.5,16.8,34.7,1.311965812,0.217948718,NA,Chiropodomys,calamianensis,40.5,N
Lemniscomys_mittendorfi,Lemniscomys_mittendorfi,T,Elton Traits,"Kingdon, Mammals of Africa p. 449",,,,Africa,,,,8,,171,92,79,0.461988304,20.6,14.2,34.925,0.858695652,0.223913044,NA,Lemniscomys,mittendorfi,28,N
Praomys_tullbergi,Praomys_tullbergi,C,Terrestrial; ocassionally scansorial. Not known to dig burrows,"Kingdon, Mammals of Africa p. 537",1,,,Africa,,,,8,,241,109,132,0.547717842,25,16,35.35,1.211009174,0.229357798,3.43,Praomys,tullbergi,33.6,Y
Apomys_microdon,Apomys_microdon,A,"Active most often in the trees but sometimes on the ground, arboreal","Heany, The Mammals of Luzon Island pg. 138",1,,,Philippines,1,,2,9,,241.5,107,134.5,0.556935818,27,18,35.49,1.257009346,0.252336449,NA,Apomys,microdon,36,Y
