# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i test-2-mafft-175/nt/ -o test-2-filter-175/ --overwrite
# Runtime:        03/16/2021 13:53:59
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-mafft-175/nt
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175/aln-stats.tab
# ----------------
# 03.16.2021 | 13:53:59 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre 20 gap seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre percent sites 20 gap	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post 20 gap seqs	post invariant sites	post stop codons	post percent sites with gap	post percent sites 20 gap
ENSMUSP00000054428-mafft-cds.fa	194	836	769.7835051546392	194	0	17	0	0	836	834	4	177	832	792.4689265536723	177	0	0	5	0	524	524
ENSMUSP00000129584-mafft-cds.fa	194	752	669.6237113402062	189	2	49	2	1	673	668	8	145	744	729.0689655172414	140	2	0	15	1	380	379
ENSMUSP00000056923-mafft-cds.fa	193	804	717.1554404145078	193	0	24	13	0	706	671	39	169	765	734.189349112426	169	0	0	21	0	581	578
ENSMUSP00000150566-mafft-cds.fa	194	496	443.8556701030928	192	1	23	6	0	425	419	6	171	490	453.07602339181284	169	1	0	7	0	409	407
ENSMUSP00000063895-mafft-cds.fa	194	218	214.659793814433	181	3	6	3	0	124	124	0	188	218	217.21808510638297	175	3	0	12	0	28	28
ENSMUSP00000063107-mafft-cds.fa	193	179	159.9896373056995	182	5	32	0	0	179	179	0	161	179	167.85714285714286	150	5	0	4	0	80	80
ENSMUSP00000105522-mafft-cds.fa	193	660	614.6839378238342	191	1	18	0	0	617	611	12	175	648	626.1314285714286	173	1	0	12	0	506	506
ENSMUSP00000006915-mafft-cds.fa	194	236	227.05154639175257	186	4	17	0	0	236	236	0	177	236	235.03389830508473	169	4	0	1	0	32	32
ENSMUSP00000056082-mafft-cds.fa	193	218	206.36269430051814	187	3	14	0	0	218	218	0	179	218	212.59217877094972	173	3	0	5	0	107	107
ENSMUSP00000045241-mafft-cds.fa	192	207	191.28645833333334	180	6	30	0	0	207	206	0	162	207	201.0185185185185	150	6	0	14	0	100	99
ENSMUSP00000107924-mafft-cds.fa	194	377	339.89690721649487	190	2	27	0	0	377	376	0	167	377	359.4251497005988	163	2	0	10	0	140	139
ENSMUSP00000022051-mafft-cds.fa	193	284	261.0621761658031	189	2	17	2	0	224	221	0	176	284	267.41477272727275	172	2	0	7	0	145	142
ENSMUSP00000027726-mafft-cds.fa	193	296	259.74093264248705	193	0	44	0	0	296	296	0	149	296	276.1744966442953	149	0	0	6	0	205	205
ENSMUSP00000061180-mafft-cds.fa	193	215	181.32124352331607	172	8	7	0	0	167	145	22	186	193	182.01075268817203	163	9	0	26	0	22	21
ENSMUSP00000094958-mafft-cds.fa	186	107	90.20967741935483	163	9	93	0	0	83	83	0	93	107	106.36559139784946	83	4	0	4	0	6	6
ENSMUSP00000000505-mafft-cds.fa	194	663	594.6288659793814	194	0	16	1	16	587	579	62	178	601	586.8820224719101	178	0	0	6	3	384	381
ENSMUSP00000050497-mafft-cds.fa	194	695	612.7577319587629	194	0	39	0	11	695	682	16	155	679	643.7612903225806	155	0	0	2	3	616	612
ENSMUSP00000034432-mafft-cds.fa	192	146	127.20833333333333	177	6	37	0	1	146	142	4	155	142	135.7225806451613	140	6	0	4	1	50	48
ENSMUSP00000032839-mafft-cds.fa	193	486	472.7823834196891	193	0	10	0	0	486	486	0	183	486	482.21311475409834	183	0	0	9	0	201	201
ENSMUSP00000011262-mafft-cds.fa	194	343	327.5670103092784	192	1	10	1	0	296	295	0	184	343	332.7608695652174	182	1	0	15	0	77	76
ENSMUSP00000156910-mafft-cds.fa	192	531	404.015625	192	0	104	0	0	531	480	0	88	531	452.34090909090907	88	0	0	69	0	282	230
ENSMUSP00000152486-mafft-cds.fa	179	51	50.90502793296089	124	19	0	4	0	3	3	0	179	51	50.90502793296089	124	19	0	4	0	3	3
ENSMUSP00000048573-mafft-cds.fa	194	284	271.319587628866	182	4	12	8	0	236	234	0	182	284	276.6208791208791	170	4	0	26	0	121	119
ENSMUSP00000150179-mafft-cds.fa	192	311	278.359375	190	1	35	0	0	311	311	0	157	311	302.30573248407643	155	1	0	3	0	114	114
ENSMUSP00000034431-mafft-cds.fa	185	56	55.88108108108108	56	15	1	7	0	0	0	0	184	56	56.0	55	15	0	13	0	0	0
ENSMUSP00000049315-mafft-cds.fa	194	587	447.7680412371134	194	0	121	0	2	587	529	0	73	587	499.75342465753425	73	0	0	55	0	350	292
ENSMUSP00000099566-mafft-cds.fa	192	75	68.93229166666667	105	20	26	4	0	48	48	0	166	75	74.97590361445783	93	16	0	14	0	0	0
ENSMUSP00000030922-mafft-cds.fa	194	478	371.9639175257732	194	0	93	0	2	478	464	13	101	465	417.2970297029703	101	0	0	27	2	290	289
ENSMUSP00000104777-mafft-cds.fa	194	120	102.98453608247422	152	15	54	0	1	120	114	8	140	112	111.78571428571429	107	11	0	10	1	15	15
ENSMUSP00000022976-mafft-cds.fa	193	733	688.6632124352332	193	0	16	0	0	708	708	0	177	733	703.5593220338983	177	0	0	0	0	609	609
ENSMUSP00000046991-mafft-cds.fa	194	370	336.67525773195877	189	2	22	0	3	370	364	8	172	362	346.2151162790698	167	2	0	10	2	128	126
ENSMUSP00000133245-mafft-cds.fa	194	465	432.75773195876286	192	1	21	0	1	422	422	0	173	465	447.26589595375725	171	1	0	6	1	407	407
ENSMUSP00000023464-mafft-cds.fa	193	465	347.23316062176167	193	0	130	0	1	465	438	0	63	465	419.5238095238095	63	0	0	73	0	108	81
ENSMUSP00000126980-mafft-cds.fa	194	991	854.860824742268	194	0	39	0	8	953	933	23	155	968	891.0322580645161	155	0	0	36	3	512	507
ENSMUSP00000058535-mafft-cds.fa	192	336	283.8020833333333	192	0	37	0	1	336	324	16	155	320	297.9612903225806	155	0	0	7	0	91	90
ENSMUSP00000037039-mafft-cds.fa	193	168	159.33678756476684	175	9	26	0	1	168	168	0	167	168	167.7125748502994	151	8	0	19	1	8	8
ENSMUSP00000046714-mafft-cds.fa	194	559	486.6958762886598	194	0	49	0	0	559	554	6	145	553	513.8413793103448	145	0	0	0	0	458	457
ENSMUSP00000112420-mafft-cds.fa	194	424	383.57216494845363	194	0	33	0	1	424	417	7	161	417	400.527950310559	161	0	0	8	1	271	270
ENSMUSP00000041904-mafft-cds.fa	190	39	38.93684210526316	93	19	1	2	0	3	3	0	189	39	38.97883597883598	92	19	0	2	0	1	1
ENSMUSP00000142180-mafft-cds.fa	193	380	277.1502590673575	193	0	128	0	0	347	330	0	65	380	325.9076923076923	65	0	0	41	0	125	108
ENSMUSP00000159239-mafft-cds.fa	194	2286	1472.0876288659795	194	0	193	0	0	2156	1554	0	1	2286	2014.0	1	0	0	2286	0	0	0
ENSMUSP00000110257-mafft-cds.fa	193	443	424.30051813471505	191	1	11	0	0	351	348	0	182	443	431.14835164835165	180	1	0	17	0	208	205
ENSMUSP00000041774-mafft-cds.fa	194	262	187.41237113402062	190	2	114	0	0	262	215	0	80	262	214.1	78	1	0	83	0	54	7
ENSMUSP00000019224-mafft-cds.fa	193	411	394.4507772020725	187	2	14	0	0	411	409	0	179	411	405.37988826815644	173	2	0	9	0	172	170
ENSMUSP00000120068-mafft-cds.fa	193	179	151.7461139896373	159	15	34	18	0	116	96	21	159	158	156.8679245283019	127	14	0	38	0	10	9
ENSMUSP00000120840-mafft-cds.fa	193	393	374.82901554404145	191	1	10	0	1	321	319	0	183	393	382.1475409836066	181	1	0	12	1	255	253
ENSMUSP00000154957-mafft-cds.fa	188	180	163.12234042553192	179	4	25	0	0	180	177	0	163	180	174.13496932515338	154	4	0	2	0	79	76
ENSMUSP00000104872-mafft-cds.fa	194	853	683.5309278350516	194	0	67	0	0	824	762	84	127	769	717.3858267716536	127	0	0	16	0	525	525
ENSMUSP00000084701-mafft-cds.fa	193	902	855.880829015544	193	0	8	21	1	825	822	0	185	902	868.3513513513514	185	0	0	59	1	455	452
ENSMUSP00000041220-mafft-cds.fa	193	272	260.1295336787565	187	2	16	0	5	248	247	0	177	272	268.59887005649716	171	2	0	6	1	112	111
ENSMUSP00000021062-mafft-cds.fa	194	571	497.12886597938143	194	0	18	0	3	504	453	55	176	516	496.91477272727275	176	0	0	10	1	232	232
ENSMUSP00000068470-mafft-cds.fa	191	118	107.95811518324608	154	11	40	0	1	92	90	4	151	114	110.68211920529801	119	9	0	4	1	18	18
ENSMUSP00000032704-mafft-cds.fa	192	132	129.27604166666666	170	10	13	3	0	86	86	0	179	132	131.79888268156424	157	10	0	7	0	6	6
ENSMUSP00000047285-mafft-cds.fa	194	720	663.7268041237113	194	0	11	3	0	640	638	0	183	720	673.1912568306011	183	0	0	5	0	424	422
ENSMUSP00000117045-mafft-cds.fa	193	140	138.56476683937825	171	6	3	0	8	70	70	0	190	140	139.1315789473684	168	6	0	1	8	40	40
ENSMUSP00000021183-mafft-cds.fa	193	408	364.68911917098444	193	0	19	0	0	407	392	41	174	367	360.5344827586207	174	0	0	12	0	153	151
ENSMUSP00000054840-mafft-cds.fa	193	88	77.76165803108809	166	8	43	0	0	88	86	0	150	88	85.69333333333333	125	7	0	4	0	10	8
ENSMUSP00000041828-mafft-cds.fa	193	638	539.8445595854922	193	0	54	2	1	590	579	17	139	621	576.4244604316547	139	0	0	13	0	548	548
ENSMUSP00000001724-mafft-cds.fa	194	611	540.2268041237113	194	0	29	0	41	611	589	18	165	593	552.6424242424242	165	0	0	3	36	416	404
ENSMUSP00000032705-mafft-cds.fa	193	581	511.3937823834197	193	0	42	0	0	581	579	0	151	581	541.7086092715232	151	0	0	1	0	563	561
ENSMUSP00000029838-mafft-cds.fa	194	240	220.52061855670104	192	1	26	2	0	184	181	4	168	236	229.01785714285714	166	1	0	5	0	82	81
ENSMUSP00000022517-mafft-cds.fa	188	65	64.94148936170212	139	14	0	2	0	0	0	0	188	65	64.94148936170212	139	14	0	2	0	0	0
ENSMUSP00000157447-mafft-cds.fa	194	614	330.2886597938144	194	0	194	0	1	614	455	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000099633-mafft-cds.fa	194	308	283.2371134020619	189	2	34	0	0	220	215	3	160	305	293.675	155	2	0	31	0	61	58
ENSMUSP00000035179-mafft-cds.fa	193	199	126.50259067357513	191	1	124	0	4	199	195	0	69	199	183.3913043478261	69	0	0	14	3	73	69
ENSMUSP00000084887-mafft-cds.fa	194	1102	1027.6907216494844	194	0	7	1	0	893	875	24	187	1078	1033.5882352941176	187	0	0	31	0	531	530
ENSMUSP00000006094-mafft-cds.fa	194	496	480.9020618556701	192	1	5	3	10	250	250	0	189	496	484.3333333333333	187	1	0	4	10	190	190
ENSMUSP00000100594-mafft-cds.fa	184	532	482.04347826086956	184	0	41	1	1	372	367	4	143	528	513.2657342657343	143	0	0	6	1	149	146
ENSMUSP00000140520-mafft-cds.fa	193	348	268.2953367875648	193	0	115	3	1	287	279	0	78	348	310.84615384615387	78	0	0	12	1	215	207
ENSMUSP00000107585-mafft-cds.fa	189	162	53.16931216931217	141	16	188	0	0	162	83	0	1	162	162.0	1	0	0	162	0	0	0
ENSMUSP00000124674-mafft-cds.fa	194	283	254.6443298969072	192	1	17	0	0	188	167	24	177	259	256.91525423728814	175	1	0	7	0	68	68
ENSMUSP00000020775-mafft-cds.fa	194	89	88.19587628865979	158	11	3	0	1	46	46	0	191	89	88.87434554973822	155	11	0	3	1	5	5
ENSMUSP00000085416-mafft-cds.fa	193	1121	1020.7564766839379	193	0	15	0	0	988	975	12	178	1109	1034.0112359550562	178	0	0	8	0	830	823
ENSMUSP00000006286-mafft-cds.fa	193	382	331.7461139896373	191	1	39	0	0	382	378	8	154	374	350.56493506493507	152	1	0	13	0	210	210
ENSMUSP00000140812-mafft-cds.fa	193	196	145.1139896373057	182	5	141	0	2	196	174	0	52	196	174.23076923076923	50	1	0	61	1	23	1
ENSMUSP00000155669-mafft-cds.fa	103	41	24.07766990291262	14	8	83	2	0	21	0	0	20	41	41.0	9	1	0	29	0	0	0
ENSMUSP00000070925-mafft-cds.fa	191	345	329.282722513089	188	1	16	2	0	281	277	6	175	339	337.4057142857143	172	1	0	14	0	45	45
ENSMUSP00000148199-mafft-cds.fa	190	127	117.96315789473684	183	3	40	0	0	127	127	0	150	127	126.99333333333334	143	3	0	14	0	0	0
ENSMUSP00000036003-mafft-cds.fa	194	1683	1459.180412371134	194	0	30	0	0	1644	1606	35	164	1648	1516.8963414634147	164	0	0	24	0	1313	1300
ENSMUSP00000072239-mafft-cds.fa	193	337	311.95854922279796	191	1	37	0	0	337	337	0	156	337	331.1025641025641	156	0	0	22	0	144	144
ENSMUSP00000139318-mafft-cds.fa	193	279	255.7979274611399	191	1	34	0	0	279	278	0	159	279	269.58490566037733	157	1	0	3	0	110	109
ENSMUSP00000084041-mafft-cds.fa	194	662	575.7010309278351	194	0	36	0	1	662	658	38	158	624	591.0822784810126	158	0	0	5	1	383	381
ENSMUSP00000149586-mafft-cds.fa	188	310	282.31382978723406	188	0	28	0	5	219	213	6	160	304	292.625	160	0	0	0	2	98	97
ENSMUSP00000098631-mafft-cds.fa	193	153	151.68911917098447	178	7	4	1	0	58	58	0	189	153	152.7989417989418	174	7	0	4	0	2	2
ENSMUSP00000130071-mafft-cds.fa	176	606	486.4375	176	0	69	0	0	606	591	15	107	591	561.1401869158879	107	0	0	22	0	119	112
ENSMUSP00000080683-mafft-cds.fa	194	653	577.139175257732	194	0	19	0	4	653	621	32	175	621	586.2742857142857	175	0	0	17	4	342	338
ENSMUSP00000028286-mafft-cds.fa	192	191	181.0625	173	8	37	0	0	151	151	0	155	191	190.8516129032258	138	7	0	16	0	1	1
ENSMUSP00000034096-mafft-cds.fa	193	361	335.4300518134715	193	0	24	0	0	361	359	4	169	357	347.4260355029586	169	0	0	7	0	136	135
ENSMUSP00000102905-mafft-cds.fa	193	568	460.4818652849741	193	0	73	0	1	526	489	21	120	547	491.8833333333333	120	0	0	39	0	241	241
ENSMUSP00000000608-mafft-cds.fa	193	166	160.86010362694302	183	4	9	0	1	166	165	0	184	166	163.95652173913044	174	4	0	8	1	13	12
ENSMUSP00000090382-mafft-cds.fa	191	143	129.9371727748691	187	2	41	0	6	143	142	0	150	143	141.35333333333332	146	2	0	8	6	28	27
ENSMUSP00000045572-mafft-cds.fa	192	304	281.9427083333333	187	1	22	0	0	304	300	6	170	298	292.8941176470588	165	1	0	9	0	103	103
ENSMUSP00000041377-mafft-cds.fa	194	1414	1218.0257731958764	194	0	40	0	0	1388	1356	26	154	1388	1291.5584415584415	154	0	0	27	0	822	809
ENSMUSP00000073860-mafft-cds.fa	193	411	386.60103626943004	189	2	18	0	0	411	410	0	175	411	398.7142857142857	171	2	0	15	0	115	114
ENSMUSP00000036725-mafft-cds.fa	193	236	230.1658031088083	187	2	8	5	2	148	148	0	185	236	232.66486486486485	179	2	0	9	2	70	70
ENSMUSP00000138287-mafft-cds.fa	194	645	522.7422680412371	194	0	63	0	0	645	595	55	131	590	556.824427480916	131	0	0	70	0	246	245
ENSMUSP00000055271-mafft-cds.fa	192	189	184.16666666666666	179	6	9	0	0	114	114	0	183	189	187.07103825136613	170	6	0	13	0	42	42
ENSMUSP00000157710-mafft-cds.fa	193	125	114.13471502590673	168	12	41	0	0	125	124	0	152	125	123.27631578947368	129	11	0	13	0	26	25
ENSMUSP00000035180-mafft-cds.fa	194	208	152.61855670103094	194	0	132	0	2	208	206	0	62	208	200.98387096774192	62	0	0	17	1	80	78
ENSMUSP00000126975-mafft-cds.fa	194	933	817.5463917525773	194	0	32	0	0	933	916	24	162	909	849.2098765432099	162	0	0	16	0	481	480
ENSMUSP00000031539-mafft-cds.fa	193	216	205.96373056994818	181	5	26	0	0	171	171	0	167	216	213.83832335329342	155	5	0	24	0	37	37
ENSMUSP00000128741-mafft-cds.fa	191	209	173.15183246073298	189	1	49	0	2	209	188	21	142	188	184.40845070422534	140	1	0	2	2	60	59
ENSMUSP00000103808-mafft-cds.fa	193	330	311.17098445595855	191	1	7	6	0	263	259	4	186	326	312.4623655913978	184	1	0	6	0	259	257
ENSMUSP00000089009-mafft-cds.fa	194	2159	1820.5927835051546	194	0	42	0	1	2159	2110	60	152	2099	1916.9144736842106	152	0	0	25	1	1617	1614
ENSMUSP00000107579-mafft-cds.fa	191	102	100.54973821989529	159	13	6	0	0	80	80	0	185	102	101.74054054054054	153	13	0	11	0	12	12
ENSMUSP00000033023-mafft-cds.fa	193	198	186.36269430051814	189	2	32	0	0	198	197	0	161	198	196.6086956521739	157	2	0	12	0	9	8
ENSMUSP00000024944-mafft-cds.fa	193	505	478.5284974093264	193	0	14	10	1	399	398	0	179	505	490.4189944134078	179	0	0	12	1	191	190
ENSMUSP00000122604-mafft-cds.fa	194	103	98.77835051546391	155	13	15	1	0	64	64	0	179	103	102.49162011173185	145	11	0	10	0	23	23
ENSMUSP00000097101-mafft-cds.fa	194	2106	1791.4329896907216	194	0	31	0	65	2106	2015	98	163	2008	1835.5030674846626	163	0	0	7	59	1693	1672
ENSMUSP00000027623-mafft-cds.fa	193	135	130.50259067357513	148	17	10	0	0	135	134	0	183	135	133.0	138	17	0	14	0	41	40
ENSMUSP00000037180-mafft-cds.fa	193	1132	727.8290155440415	193	0	180	0	0	1132	967	0	13	1132	932.3846153846154	13	0	0	537	0	341	176
ENSMUSP00000154348-mafft-cds.fa	183	321	293.55737704918033	183	0	14	0	0	203	184	21	169	300	297.5147928994083	169	0	0	8	0	72	71
ENSMUSP00000155982-mafft-cds.fa	190	30	28.978947368421053	110	21	0	0	0	2	1	0	190	30	28.978947368421053	110	21	0	0	0	2	1
ENSMUSP00000021959-mafft-cds.fa	193	161	149.60103626943004	172	9	36	0	0	161	161	0	157	161	160.55414012738854	136	9	0	11	0	10	10
ENSMUSP00000099357-mafft-cds.fa	193	384	353.3056994818653	193	0	15	1	5	337	330	0	178	384	363.67977528089887	178	0	0	2	5	314	307
ENSMUSP00000003444-mafft-cds.fa	191	191	177.58115183246073	184	2	35	0	0	126	125	0	156	191	189.42307692307693	149	2	0	15	0	32	31
ENSMUSP00000139359-mafft-cds.fa	194	917	767.7371134020618	194	0	50	0	0	917	900	24	144	893	813.2847222222222	144	0	0	14	0	676	675
ENSMUSP00000031334-mafft-cds.fa	193	202	171.09326424870466	189	2	33	0	1	202	180	24	160	178	177.5875	154	3	0	3	0	15	15
ENSMUSP00000051922-mafft-cds.fa	193	700	660.6787564766839	193	0	6	11	0	486	469	19	187	681	664.8663101604278	187	0	0	24	0	326	326
ENSMUSP00000026893-mafft-cds.fa	193	366	336.46632124352334	193	0	17	0	0	366	362	9	176	357	340.17045454545456	176	0	0	4	0	248	246
ENSMUSP00000021536-mafft-cds.fa	188	64	61.51063829787234	83	16	12	6	0	39	39	0	176	64	64.0	81	14	0	15	0	0	0
ENSMUSP00000026236-mafft-cds.fa	194	139	124.80927835051547	165	11	62	0	0	107	107	0	132	139	138.7348484848485	105	10	0	16	0	4	4
ENSMUSP00000078303-mafft-cds.fa	188	61	55.547872340425535	93	17	34	0	0	61	61	0	154	61	60.883116883116884	77	12	0	8	0	1	1
ENSMUSP00000091011-mafft-cds.fa	194	453	395.2783505154639	192	1	33	9	0	405	396	14	161	439	411.9006211180124	159	1	0	16	0	389	388
ENSMUSP00000154185-mafft-cds.fa	193	963	820.9689119170985	193	0	47	2	0	943	924	27	146	936	864.8424657534247	146	0	0	4	0	877	876
ENSMUSP00000028377-mafft-cds.fa	194	2209	1625.4123711340205	194	0	161	0	7	2164	1889	0	33	2209	1815.3333333333333	33	0	0	257	0	1070	800
ENSMUSP00000073384-mafft-cds.fa	194	571	537.5824742268042	184	4	14	0	0	571	561	12	180	559	552.9777777777778	170	4	0	96	0	95	93
ENSMUSP00000096997-mafft-cds.fa	193	177	155.61658031088083	167	11	54	0	0	123	119	6	139	171	170.54676258992805	116	8	0	44	0	19	19
ENSMUSP00000155508-mafft-cds.fa	190	39	38.97894736842105	62	18	0	7	0	2	2	0	190	39	38.97894736842105	62	18	0	7	0	2	2
ENSMUSP00000105112-mafft-cds.fa	194	1307	1255.5876288659795	194	0	5	13	1	1093	1089	0	189	1307	1269.6031746031747	189	0	0	73	1	843	839
ENSMUSP00000029783-mafft-cds.fa	193	310	291.51295336787564	184	4	17	14	11	284	282	4	176	306	296.96022727272725	162	6	0	49	8	118	118
ENSMUSP00000122943-mafft-cds.fa	188	85	79.23404255319149	164	9	26	0	0	85	85	0	162	85	84.9753086419753	140	8	0	7	0	1	1
ENSMUSP00000027727-mafft-cds.fa	194	163	148.97938144329896	169	9	21	0	0	162	162	0	173	163	154.7398843930636	148	9	0	2	0	110	110
ENSMUSP00000021039-mafft-cds.fa	193	847	778.5440414507772	193	0	18	4	0	808	808	0	175	847	803.4628571428572	175	0	0	35	0	496	496
ENSMUSP00000144175-mafft-cds.fa	192	1087	877.4635416666666	192	0	69	0	2	1087	1076	10	123	1077	1018.8617886178862	123	0	0	18	1	752	747
ENSMUSP00000123356-mafft-cds.fa	193	200	120.56994818652849	193	0	154	0	19	200	195	0	39	200	184.4102564102564	39	0	0	4	3	54	48
ENSMUSP00000072836-mafft-cds.fa	190	152	126.65263157894736	174	8	49	0	0	152	152	0	141	152	140.36170212765958	127	7	0	4	0	69	69
ENSMUSP00000078706-mafft-cds.fa	194	419	316.1855670103093	194	0	111	0	4	418	398	0	83	419	361.51807228915663	83	0	0	28	4	226	206
ENSMUSP00000030925-mafft-cds.fa	193	427	404.36787564766837	191	1	8	1	0	308	301	9	185	418	404.35135135135135	183	1	0	9	0	228	226
ENSMUSP00000028612-mafft-cds.fa	194	573	548.1649484536083	192	1	9	0	1	503	503	0	185	573	558.0702702702703	183	1	0	10	0	359	359
ENSMUSP00000044371-mafft-cds.fa	193	301	279.04145077720204	191	1	37	0	2	236	232	5	156	296	292.9423076923077	154	1	0	15	2	75	74
ENSMUSP00000027810-mafft-cds.fa	193	272	259.0	191	1	24	0	4	272	272	0	169	272	267.905325443787	169	0	0	5	4	126	126
