loci	withRef_len	noRef_len
ENSMUSG00000005447.phy	1038	1255
ENSMUSG00000005465.phy	2426	2406
ENSMUSG00000005469.phy	2474	532
ENSMUSG00000005470.phy	2202	2127
ENSMUSG00000005481.phy	3526	3571
ENSMUSG00000005493.phy	6143	5346
ENSMUSG00000005505.phy	1795	1796
ENSMUSG00000005506.phy	8734	8652
ENSMUSG00000005510.phy	942	945
ENSMUSG00000005514.phy	3046	1650
ENSMUSG00000005533.phy	7134	7232
ENSMUSG00000005534.phy	9530	4850
ENSMUSG00000005553.phy	3190	5761
ENSMUSG00000005566.phy	4143	4140
ENSMUSG00000005575.phy	1352	1359
ENSMUSG00000005580.phy	7183	6370
ENSMUSG00000005583.phy	2965	3851
ENSMUSG00000005609.phy	2723	3171
ENSMUSG00000005610.phy	2445	2267
ENSMUSG00000005611.phy	1404	3220
ENSMUSG00000005615.phy	691	743
ENSMUSG00000005621.phy	2383	4833
ENSMUSG00000005625.phy	243	3288
ENSMUSG00000005628.phy	1172	1157
ENSMUSG00000005640.phy	6428	6500
ENSMUSG00000005649.phy	2147	1511
ENSMUSG00000005656.phy	2147	2129
ENSMUSG00000005667.phy	457	450
ENSMUSG00000005672.phy	474	6894
ENSMUSG00000005674.phy	2608	2581
ENSMUSG00000005677.phy	931	482
ENSMUSG00000005682.phy	6514	7545
ENSMUSG00000005686.phy	3562	3591
ENSMUSG00000005687.phy	644	666
ENSMUSG00000005696.phy	2383	2457
ENSMUSG00000005698.phy	6516	2927
ENSMUSG00000005699.phy	1788	1714
ENSMUSG00000005705.phy	814	814
ENSMUSG00000005716.phy	1019	987
ENSMUSG00000005718.phy	2526	1311
ENSMUSG00000005732.phy	623	571
ENSMUSG00000005774.phy	3960	3576
ENSMUSG00000005779.phy	438	1809
ENSMUSG00000005800.phy	3747	3793
ENSMUSG00000005802.phy	1645	2552
ENSMUSG00000005803.phy	3255	3266
ENSMUSG00000005804.phy	851	265
ENSMUSG00000005813.phy	2533	1459
ENSMUSG00000005823.phy	4447	4550
ENSMUSG00000005836.phy	453	455
ENSMUSG00000005871.phy	9010	8898
ENSMUSG00000005873.phy	1564	1602
ENSMUSG00000005881.phy	2280	2230
ENSMUSG00000005882.phy	375	1229
ENSMUSG00000005883.phy	291	291
ENSMUSG00000005886.phy	4432	4410
ENSMUSG00000005891.phy	585	588
ENSMUSG00000005892.phy	769	768
ENSMUSG00000005893.phy	6440	6630
ENSMUSG00000005897.phy	1704	1738
ENSMUSG00000005899.phy	3506	3545
ENSMUSG00000005907.phy	7185	9233
ENSMUSG00000005917.phy	1048	2458
ENSMUSG00000005936.phy	596	558
ENSMUSG00000005947.phy	6166	6216
ENSMUSG00000005949.phy	1083	1102
ENSMUSG00000005950.phy	976	999
ENSMUSG00000005951.phy	2567	2561
ENSMUSG00000005952.phy	2115	2095
ENSMUSG00000005958.phy	5504	4689
ENSMUSG00000005968.phy	5338	5282
ENSMUSG00000005973.phy	1538	1557
ENSMUSG00000005980.phy	2196	958
ENSMUSG00000005981.phy	6076	2843
ENSMUSG00000005982.phy	4753	4712
ENSMUSG00000005983.phy	1530	1757
ENSMUSG00000005986.phy	4561	4573
ENSMUSG00000005994.phy	2337	2594
ENSMUSG00000006005.phy	23367	23316
ENSMUSG00000006007.phy	1483	1477
ENSMUSG00000006010.phy	4672	1437
ENSMUSG00000006019.phy	161	161
ENSMUSG00000006021.phy	3556	3536
ENSMUSG00000006024.phy	3203	1568
ENSMUSG00000006050.phy	397	943
ENSMUSG00000006058.phy	3202	3277
ENSMUSG00000006127.phy	5533	5501
ENSMUSG00000006134.phy	1785	1686
ENSMUSG00000006143.phy	894	893
ENSMUSG00000006154.phy	2030	2161
ENSMUSG00000006179.phy	674	690
ENSMUSG00000006204.phy	2097	6724
ENSMUSG00000006205.phy	2555	2633
ENSMUSG00000006215.phy	3030	3156
ENSMUSG00000006218.phy	856	857
ENSMUSG00000006219.phy	2086	595
ENSMUSG00000006221.phy	576	1263
ENSMUSG00000006235.phy	635	627
ENSMUSG00000006241.phy	650	632
ENSMUSG00000006262.phy	2020	1937
ENSMUSG00000006269.phy	4410	4255
ENSMUSG00000006270.phy	685	710
ENSMUSG00000006273.phy	1740	1744
ENSMUSG00000006276.phy	8199	5788
ENSMUSG00000006281.phy	10409	12245
ENSMUSG00000006288.phy	817	849
ENSMUSG00000006289.phy	3156	2148
ENSMUSG00000006299.phy	3786	3766
ENSMUSG00000006301.phy	4120	354
ENSMUSG00000006304.phy	544	649
ENSMUSG00000006307.phy	14492	14476
ENSMUSG00000006310.phy	1564	1564
ENSMUSG00000006311.phy	2239	2247
ENSMUSG00000006315.phy	1542	1537
ENSMUSG00000006335.phy	477	455
ENSMUSG00000006342.phy	1579	1506
ENSMUSG00000006356.phy	562	1265
ENSMUSG00000006362.phy	2849	4146
ENSMUSG00000006369.phy	980	998
ENSMUSG00000006386.phy	3145	3438
ENSMUSG00000006389.phy	1348	1363
ENSMUSG00000006390.phy	1304	1325
ENSMUSG00000006395.phy	964	1545
ENSMUSG00000006398.phy	841	782
ENSMUSG00000006403.phy	2633	2643
ENSMUSG00000006411.phy	1629	1656
ENSMUSG00000006412.phy	396	636
ENSMUSG00000006418.phy	1322	777
ENSMUSG00000006423.phy	406	417
ENSMUSG00000006445.phy	1615	5863
ENSMUSG00000006456.phy	524	525
ENSMUSG00000006457.phy	4531	6463
ENSMUSG00000006463.phy	843	853
ENSMUSG00000006464.phy	2841	1548
ENSMUSG00000006469.phy	2224	2853
ENSMUSG00000006476.phy	1027	1074
ENSMUSG00000006494.phy	559	480
ENSMUSG00000006498.phy	2700	2696
ENSMUSG00000006517.phy	853	194
ENSMUSG00000006519.phy	496	804
ENSMUSG00000006522.phy	7436	8343
ENSMUSG00000006526.phy	3001	1413
ENSMUSG00000006527.phy	3570	8583
ENSMUSG00000006529.phy	7133	7350
ENSMUSG00000006538.phy	1132	1132
ENSMUSG00000006542.phy	4365	4354
ENSMUSG00000006546.phy	584	633
ENSMUSG00000006567.phy	5959	5897
ENSMUSG00000006574.phy	2782	2822
ENSMUSG00000006575.phy	1849	2152
ENSMUSG00000006576.phy	10015	10754
ENSMUSG00000006585.phy	1760	1351
ENSMUSG00000006586.phy	5751	5735
ENSMUSG00000006587.phy	376	928
ENSMUSG00000006589.phy	1464	1453
ENSMUSG00000006599.phy	4730	6288
ENSMUSG00000006611.phy	1894	1623
ENSMUSG00000006638.phy	513	3151
ENSMUSG00000006641.phy	819	826
ENSMUSG00000006642.phy	375	820
ENSMUSG00000006649.phy	2824	2633
ENSMUSG00000006651.phy	3622	3654
ENSMUSG00000006673.phy	3616	5128
ENSMUSG00000006675.phy	1302	1300
ENSMUSG00000006676.phy	4437	4446
ENSMUSG00000006678.phy	2750	3559
ENSMUSG00000006699.phy	366	339
ENSMUSG00000006705.phy	3292	3279
ENSMUSG00000006711.phy	3299	3336
ENSMUSG00000006715.phy	306	308
ENSMUSG00000006717.phy	271	275
ENSMUSG00000006720.phy	2268	3591
ENSMUSG00000006728.phy	440	454
ENSMUSG00000006731.phy	2185	612
ENSMUSG00000006732.phy	1444	1745
ENSMUSG00000006736.phy	1107	1094
ENSMUSG00000006740.phy	5788	1920
ENSMUSG00000006764.phy	3062	4439
ENSMUSG00000006777.phy	1129	2775
ENSMUSG00000006782.phy	753	862
ENSMUSG00000006784.phy	373	373
ENSMUSG00000006800.phy	6469	2729
ENSMUSG00000006818.phy	1279	242
ENSMUSG00000006850.phy	3187	3210
ENSMUSG00000006906.phy	834	2047
ENSMUSG00000006920.phy	4305	3219
ENSMUSG00000006930.phy	3309	3262
ENSMUSG00000006931.phy	2764	2732
ENSMUSG00000006932.phy	3628	3625
ENSMUSG00000006941.phy	1115	1288
ENSMUSG00000006948.phy	420	428
ENSMUSG00000006998.phy	7857	4179
ENSMUSG00000007021.phy	1753	375
ENSMUSG00000007029.phy	6238	6983
ENSMUSG00000007030.phy	3018	1336
ENSMUSG00000007033.phy	558	579
ENSMUSG00000007034.phy	1505	1296
ENSMUSG00000007035.phy	1840	5007
ENSMUSG00000007036.phy	1151	1177
ENSMUSG00000007038.phy	1468	2422
ENSMUSG00000007039.phy	1673	1594
ENSMUSG00000007041.phy	1202	231
ENSMUSG00000007080.phy	10413	10460
ENSMUSG00000007097.phy	995	1053
ENSMUSG00000007107.phy	2761	2781
ENSMUSG00000007122.phy	3323	3272
ENSMUSG00000007207.phy	4144	4208
ENSMUSG00000007209.phy	349	348
ENSMUSG00000007279.phy	4469	4562
ENSMUSG00000007338.phy	564	567
ENSMUSG00000007379.phy	1262	7061
ENSMUSG00000007411.phy	5709	2445
ENSMUSG00000007415.phy	190	190
ENSMUSG00000007564.phy	5686	6157
ENSMUSG00000007591.phy	1771	1117
ENSMUSG00000007594.phy	1090	1116
ENSMUSG00000007603.phy	2809	2937
ENSMUSG00000007610.phy	1150	1760
ENSMUSG00000007617.phy	4787	4746
ENSMUSG00000007653.phy	2735	2706
ENSMUSG00000007655.phy	2082	2059
ENSMUSG00000007670.phy	3260	3272
ENSMUSG00000007721.phy	815	942
ENSMUSG00000007739.phy	1204	1160
ENSMUSG00000007783.phy	1754	1719
ENSMUSG00000007805.phy	405	431
ENSMUSG00000007815.phy	651	593
ENSMUSG00000007817.phy	1967	4462
ENSMUSG00000007827.phy	11056	8836
ENSMUSG00000007833.phy	1074	1105
ENSMUSG00000007837.phy	2481	2493
ENSMUSG00000007850.phy	5831	1180
ENSMUSG00000007867.phy	538	525
ENSMUSG00000007872.phy	961	538
ENSMUSG00000007880.phy	7940	7943
ENSMUSG00000007888.phy	980	997
ENSMUSG00000007907.phy	715	726
ENSMUSG00000007908.phy	3322	3241
ENSMUSG00000007944.phy	297	809
ENSMUSG00000007946.phy	217	529
ENSMUSG00000007950.phy	500	481
ENSMUSG00000007987.phy	747	764
ENSMUSG00000007989.phy	1754	1915
ENSMUSG00000008035.phy	280	276
ENSMUSG00000008036.phy	1848	591
ENSMUSG00000008090.phy	2040	2051
ENSMUSG00000008136.phy	868	851
ENSMUSG00000008140.phy	337	340
ENSMUSG00000008153.phy	6922	6278
ENSMUSG00000008167.phy	1857	1862
ENSMUSG00000008193.phy	951	940
ENSMUSG00000008200.phy	5928	7365
ENSMUSG00000008206.phy	2006	1993
ENSMUSG00000008226.phy	2445	1758
ENSMUSG00000008301.phy	2423	2406
ENSMUSG00000008305.phy	2383	2389
ENSMUSG00000008307.phy	454	455
ENSMUSG00000008318.phy	3684	3075
ENSMUSG00000008333.phy	193	192
ENSMUSG00000008348.phy	161	235
ENSMUSG00000008373.phy	2120	2156
ENSMUSG00000008384.phy	1347	1103
ENSMUSG00000008393.phy	435	141
ENSMUSG00000008398.phy	907	929
ENSMUSG00000008429.phy	672	667
ENSMUSG00000008435.phy	1033	1091
ENSMUSG00000008461.phy	804	1463
ENSMUSG00000008475.phy	720	1066
ENSMUSG00000008482.phy	681	698
ENSMUSG00000008489.phy	3206	4958
ENSMUSG00000008575.phy	5433	5449
ENSMUSG00000008590.phy	1202	1217
ENSMUSG00000008601.phy	1083	1082
ENSMUSG00000008604.phy	2608	2583
ENSMUSG00000008682.phy	1041	342
ENSMUSG00000008690.phy	1915	569
ENSMUSG00000008730.phy	3590	3544
ENSMUSG00000008734.phy	1102	1102
ENSMUSG00000008763.phy	5671	5658
ENSMUSG00000008813.phy	193	197
ENSMUSG00000008822.phy	429	428
ENSMUSG00000008845.phy	7226	7237
ENSMUSG00000008855.phy	7695	7613
ENSMUSG00000008859.phy	1628	486
ENSMUSG00000008874.phy	526	516
ENSMUSG00000008892.phy	430	422
ENSMUSG00000008932.phy	2485	2147
ENSMUSG00000008958.phy	566	566
ENSMUSG00000008976.phy	925	900
ENSMUSG00000008999.phy	2361	2289
ENSMUSG00000009035.phy	1533	1541
ENSMUSG00000009070.phy	469	452
ENSMUSG00000009073.phy	974	977
ENSMUSG00000009075.phy	1574	234
ENSMUSG00000009076.phy	1106	1109
ENSMUSG00000009090.phy	1235	7560
ENSMUSG00000009093.phy	1082	171
ENSMUSG00000009097.phy	1567	1306
ENSMUSG00000009108.phy	2414	1793
ENSMUSG00000009112.phy	312	919
ENSMUSG00000009207.phy	797	7350
ENSMUSG00000009210.phy	425	1971
ENSMUSG00000009246.phy	4451	4430
ENSMUSG00000009248.phy	861	274
ENSMUSG00000009281.phy	1475	1455
ENSMUSG00000009291.phy	282	286
ENSMUSG00000009292.phy	1194	1203
ENSMUSG00000009293.phy	433	433
ENSMUSG00000009350.phy	4348	3382
ENSMUSG00000009356.phy	1113	1113
ENSMUSG00000009376.phy	10128	5843
ENSMUSG00000009378.phy	2082	2604
ENSMUSG00000009394.phy	4566	2906
ENSMUSG00000009406.phy	2848	3436
ENSMUSG00000009418.phy	5504	5547
ENSMUSG00000009470.phy	1673	7308
ENSMUSG00000009471.phy	352	350
ENSMUSG00000009487.phy	18465	16616
ENSMUSG00000009535.phy	3735	3695
ENSMUSG00000009545.phy	2256	5025
ENSMUSG00000009549.phy	348	330
ENSMUSG00000009555.phy	368	368
ENSMUSG00000009563.phy	292	272
ENSMUSG00000009575.phy	493	505
ENSMUSG00000009580.phy	653	2929
ENSMUSG00000009588.phy	3259	3352
ENSMUSG00000009614.phy	1974	1405
ENSMUSG00000009621.phy	5233	5113
ENSMUSG00000009630.phy	677	671
ENSMUSG00000009640.phy	3791	3787
ENSMUSG00000009647.phy	1269	1297
ENSMUSG00000009654.phy	588	587
ENSMUSG00000009681.phy	4555	4659
ENSMUSG00000009731.phy	2039	1996
ENSMUSG00000009733.phy	110	103
ENSMUSG00000009741.phy	614	3262
ENSMUSG00000009772.phy	1746	1763
ENSMUSG00000009828.phy	5953	5855
ENSMUSG00000009863.phy	615	583
ENSMUSG00000009876.phy	193	200
ENSMUSG00000009894.phy	2782	2057
ENSMUSG00000009900.phy	162	162
ENSMUSG00000009905.phy	920	1085
ENSMUSG00000009907.phy	900	909
ENSMUSG00000009995.phy	2665	2975
ENSMUSG00000010021.phy	3222	3202
ENSMUSG00000010044.phy	3105	2201
ENSMUSG00000010047.phy	759	773
ENSMUSG00000010048.phy	2785	2804
ENSMUSG00000010051.phy	863	856
ENSMUSG00000010054.phy	719	738
ENSMUSG00000010057.phy	1943	2145
ENSMUSG00000010064.phy	1864	2157
ENSMUSG00000010066.phy	11494	6119
ENSMUSG00000010067.phy	323	316
ENSMUSG00000010080.phy	2108	3811
ENSMUSG00000010086.phy	5177	5190
ENSMUSG00000010095.phy	2954	2977
ENSMUSG00000010097.phy	2266	4101
ENSMUSG00000010110.phy	3045	3044
ENSMUSG00000010122.phy	2142	2154
ENSMUSG00000010142.phy	204	112
ENSMUSG00000010154.phy	4834	4819
ENSMUSG00000010175.phy	899	899
ENSMUSG00000010277.phy	10125	10145
ENSMUSG00000010290.phy	1005	343
ENSMUSG00000010307.phy	1398	828
ENSMUSG00000010342.phy	3003	2991
ENSMUSG00000010358.phy	1150	1150
ENSMUSG00000010362.phy	720	718
ENSMUSG00000010376.phy	347	344
ENSMUSG00000010392.phy	182	183
ENSMUSG00000010406.phy	1337	1276
ENSMUSG00000010453.phy	6345	6365
ENSMUSG00000010461.phy	1080	4998
ENSMUSG00000010476.phy	785	789
ENSMUSG00000010517.phy	9115	9181
ENSMUSG00000010554.phy	3185	3244
ENSMUSG00000010592.phy	3329	401
ENSMUSG00000010609.phy	359	3229
ENSMUSG00000010660.phy	5080	5058
ENSMUSG00000010663.phy	2708	2685
ENSMUSG00000010755.phy	2120	4003
ENSMUSG00000010796.phy	2572	3555
ENSMUSG00000010797.phy	1314	1325
ENSMUSG00000010803.phy	3277	4521
ENSMUSG00000010825.phy	1856	6891
ENSMUSG00000010830.phy	1370	1534
ENSMUSG00000010841.phy	596	595
ENSMUSG00000010911.phy	1280	1294
ENSMUSG00000010936.phy	8007	5329
ENSMUSG00000011008.phy	2810	2802
ENSMUSG00000011034.phy	4961	2595
ENSMUSG00000011096.phy	2329	1190
ENSMUSG00000011118.phy	2206	2250
ENSMUSG00000011148.phy	3015	315
ENSMUSG00000011154.phy	1078	1704
ENSMUSG00000011158.phy	966	966
ENSMUSG00000011171.phy	494	550
ENSMUSG00000011179.phy	268	264
ENSMUSG00000011254.phy	694	709
ENSMUSG00000011267.phy	967	977
ENSMUSG00000011305.phy	1881	3164
ENSMUSG00000011306.phy	5844	2290
ENSMUSG00000011463.phy	3023	1675
ENSMUSG00000011486.phy	1523	1342
ENSMUSG00000011589.phy	822	2270
ENSMUSG00000011632.phy	965	968
ENSMUSG00000011658.phy	1873	1878
ENSMUSG00000011751.phy	12809	12712
ENSMUSG00000011752.phy	674	674
ENSMUSG00000011831.phy	1015	9439
ENSMUSG00000011877.phy	4929	4954
ENSMUSG00000011884.phy	179	181
ENSMUSG00000011958.phy	5195	259
ENSMUSG00000012017.phy	3779	3718
ENSMUSG00000012114.phy	2140	2095
ENSMUSG00000012117.phy	2746	1532
ENSMUSG00000012126.phy	910	3230
ENSMUSG00000012282.phy	1198	1178
ENSMUSG00000012350.phy	5409	5115
ENSMUSG00000012396.phy	251	243
ENSMUSG00000012422.phy	653	187
ENSMUSG00000012428.phy	1592	1589
ENSMUSG00000012443.phy	2389	4973
ENSMUSG00000012519.phy	554	3119
ENSMUSG00000012520.phy	835	843
ENSMUSG00000012535.phy	1930	9216
ENSMUSG00000012777.phy	4129	1058
ENSMUSG00000012819.phy	4652	4965
ENSMUSG00000012848.phy	1085	679
ENSMUSG00000012889.phy	1714	1664
ENSMUSG00000013033.phy	2453	6098
ENSMUSG00000013076.phy	477	1730
ENSMUSG00000013089.phy	1467	1466
ENSMUSG00000013091.phy	1262	723
ENSMUSG00000013150.phy	256	279
ENSMUSG00000013155.phy	1956	1918
ENSMUSG00000013158.phy	458	458
ENSMUSG00000013160.phy	1631	1643
ENSMUSG00000013236.phy	9648	12569
ENSMUSG00000013275.phy	4374	1877
ENSMUSG00000013338.phy	12027	11971
ENSMUSG00000013353.phy	1355	1329
ENSMUSG00000013367.phy	2721	272
ENSMUSG00000013415.phy	732	320
ENSMUSG00000013419.phy	2400	2534
ENSMUSG00000013465.phy	5238	5261
ENSMUSG00000013483.phy	1406	5711
ENSMUSG00000013495.phy	3574	4106
ENSMUSG00000013539.phy	1040	1041
ENSMUSG00000013584.phy	4394	4421
ENSMUSG00000013593.phy	2843	3432
ENSMUSG00000013611.phy	382	412
ENSMUSG00000013622.phy	2351	2126
ENSMUSG00000013629.phy	15648	15712
ENSMUSG00000013646.phy	2252	2210
ENSMUSG00000013663.phy	537	536
ENSMUSG00000013698.phy	2199	2073
ENSMUSG00000013701.phy	273	257
ENSMUSG00000013707.phy	995	992
ENSMUSG00000013736.phy	1147	1125
ENSMUSG00000013766.phy	482	491
ENSMUSG00000013787.phy	7995	7976
ENSMUSG00000013833.phy	1755	1760
ENSMUSG00000013846.phy	684	687
ENSMUSG00000013858.phy	829	904
ENSMUSG00000013973.phy	915	958
ENSMUSG00000013997.phy	3100	3175
ENSMUSG00000014030.phy	3174	3183
ENSMUSG00000014039.phy	7310	11591
ENSMUSG00000014074.phy	2145	2160
ENSMUSG00000014077.phy	3573	3617
ENSMUSG00000014104.phy	763	764
ENSMUSG00000014158.phy	2692	2696
ENSMUSG00000014177.phy	1519	1485
ENSMUSG00000014195.phy	5640	5598
ENSMUSG00000014198.phy	544	2776
ENSMUSG00000014226.phy	306	299
ENSMUSG00000014243.phy	441	427
ENSMUSG00000014245.phy	1142	1151
ENSMUSG00000014303.phy	3241	900
ENSMUSG00000014329.phy	4814	4768
ENSMUSG00000014349.phy	1794	2833
ENSMUSG00000014351.phy	956	401
ENSMUSG00000014353.phy	3140	1513
ENSMUSG00000014355.phy	17629	14176
ENSMUSG00000014361.phy	8019	7951
ENSMUSG00000014402.phy	768	2411
ENSMUSG00000014418.phy	4250	4398
ENSMUSG00000014426.phy	6825	6863
ENSMUSG00000014444.phy	2652	5990
ENSMUSG00000014453.phy	892	903
ENSMUSG00000014470.phy	1768	1236
ENSMUSG00000014496.phy	10280	1159
ENSMUSG00000014498.phy	7870	5800
ENSMUSG00000014503.phy	305	357
ENSMUSG00000014504.phy	980	1042
ENSMUSG00000014547.phy	2512	2539
ENSMUSG00000014551.phy	1033	1020
ENSMUSG00000014554.phy	2003	585
ENSMUSG00000014592.phy	6471	11443
ENSMUSG00000014601.phy	7574	2380
ENSMUSG00000014602.phy	15947	15942
ENSMUSG00000014606.phy	2423	2488
ENSMUSG00000014609.phy	2405	3599
ENSMUSG00000014633.phy	174	184
ENSMUSG00000014668.phy	3707	3725
ENSMUSG00000014686.phy	1293	1299
ENSMUSG00000014748.phy	1714	1694
ENSMUSG00000014763.phy	2269	2278
ENSMUSG00000014767.phy	2138	3764
ENSMUSG00000014769.phy	559	220
ENSMUSG00000014771.phy	714	701
ENSMUSG00000014773.phy	2341	2348
ENSMUSG00000014776.phy	265	264
ENSMUSG00000014778.phy	6343	6361
ENSMUSG00000014782.phy	5700	5729
ENSMUSG00000014786.phy	2473	2483
ENSMUSG00000014791.phy	4297	4301
ENSMUSG00000014813.phy	1614	1613
ENSMUSG00000014837.phy	2396	2368
ENSMUSG00000014846.phy	605	607
ENSMUSG00000014850.phy	518	518
ENSMUSG00000014852.phy	4050	6265
ENSMUSG00000014856.phy	660	953
ENSMUSG00000014859.phy	3273	3351
ENSMUSG00000014905.phy	558	228
ENSMUSG00000014932.phy	1410	917
ENSMUSG00000014956.phy	649	640
ENSMUSG00000014980.phy	309	320
ENSMUSG00000015002.phy	2314	2338
ENSMUSG00000015013.phy	428	789
ENSMUSG00000015016.phy	2159	2176
ENSMUSG00000015027.phy	298	2444
ENSMUSG00000015053.phy	447	447
ENSMUSG00000015085.phy	916	922
ENSMUSG00000015087.phy	4993	4984
ENSMUSG00000015090.phy	1964	1213
ENSMUSG00000015092.phy	1579	1586
ENSMUSG00000015093.phy	1873	1859
ENSMUSG00000015094.phy	2519	2519
ENSMUSG00000015095.phy	2653	2665
ENSMUSG00000015127.phy	686	686
ENSMUSG00000015133.phy	12916	8939
ENSMUSG00000015134.phy	1758	2415
ENSMUSG00000015143.phy	8060	4770
ENSMUSG00000015149.phy	3055	2107
ENSMUSG00000015165.phy	4210	4005
ENSMUSG00000015176.phy	3148	997
ENSMUSG00000015189.phy	7365	6822
ENSMUSG00000015202.phy	1305	1315
ENSMUSG00000015222.phy	3682	518
ENSMUSG00000015224.phy	870	884
ENSMUSG00000015242.phy	261	261
ENSMUSG00000015243.phy	19488	19872
ENSMUSG00000015247.phy	985	1009
ENSMUSG00000015289.phy	304	357
ENSMUSG00000015290.phy	2088	2103
ENSMUSG00000015291.phy	4020	3967
ENSMUSG00000015305.phy	1530	1452
ENSMUSG00000015316.phy	287	296
ENSMUSG00000015335.phy	475	474
ENSMUSG00000015337.phy	737	753
ENSMUSG00000015340.phy	829	233
ENSMUSG00000015341.phy	1424	1407
ENSMUSG00000015342.phy	646	643
ENSMUSG00000015354.phy	246	1262
ENSMUSG00000015357.phy	5117	5126
ENSMUSG00000015363.phy	1701	1033
ENSMUSG00000015365.phy	9939	3494
ENSMUSG00000015377.phy	2184	2220
ENSMUSG00000015396.phy	276	342
ENSMUSG00000015401.phy	410	381
ENSMUSG00000015405.phy	249	250
ENSMUSG00000015443.phy	1970	1609
ENSMUSG00000015452.phy	938	2473
ENSMUSG00000015461.phy	2132	1142
ENSMUSG00000015467.phy	336	338
ENSMUSG00000015474.phy	960	1830
ENSMUSG00000015476.phy	536	517
ENSMUSG00000015478.phy	200	928
ENSMUSG00000015488.phy	2761	1666
ENSMUSG00000015501.phy	7468	8102
ENSMUSG00000015522.phy	2596	2610
ENSMUSG00000015533.phy	5554	5569
ENSMUSG00000015536.phy	1799	690
ENSMUSG00000015542.phy	712	722
ENSMUSG00000015568.phy	3653	3521
ENSMUSG00000015579.phy	1609	1581
ENSMUSG00000015597.phy	7603	7583
ENSMUSG00000015599.phy	2926	2930
ENSMUSG00000015605.phy	2733	2584
ENSMUSG00000015619.phy	556	558
ENSMUSG00000015627.phy	3112	3094
ENSMUSG00000015647.phy	22903	22776
ENSMUSG00000015652.phy	1024	2185
ENSMUSG00000015653.phy	775	890
ENSMUSG00000015659.phy	1800	1808
ENSMUSG00000015665.phy	2665	1061
ENSMUSG00000015668.phy	1579	1582
ENSMUSG00000015671.phy	334	371
ENSMUSG00000015672.phy	218	204
ENSMUSG00000015697.phy	6330	7532
ENSMUSG00000015702.phy	1265	465
ENSMUSG00000015709.phy	4628	4696
ENSMUSG00000015711.phy	1535	1543
ENSMUSG00000015714.phy	3153	3154
ENSMUSG00000015733.phy	820	3189
ENSMUSG00000015745.phy	2211	1204
ENSMUSG00000015747.phy	5110	6176
ENSMUSG00000015748.phy	6667	6530
ENSMUSG00000015749.phy	256	253
ENSMUSG00000015750.phy	2269	2267
ENSMUSG00000015755.phy	2033	2035
ENSMUSG00000015757.phy	2834	2416
ENSMUSG00000015759.phy	314	311
ENSMUSG00000015766.phy	2069	2420
ENSMUSG00000015804.phy	830	801
ENSMUSG00000015806.phy	860	838
ENSMUSG00000015812.phy	676	692
ENSMUSG00000015829.phy	9031	10438
ENSMUSG00000015837.phy	640	628
ENSMUSG00000015839.phy	1206	1409
ENSMUSG00000015843.phy	1310	1416
ENSMUSG00000015846.phy	3463	3466
ENSMUSG00000015850.phy	3635	3681
ENSMUSG00000015852.phy	1486	1471
ENSMUSG00000015854.phy	1695	900
ENSMUSG00000015869.phy	2731	2740
ENSMUSG00000015880.phy	10196	9548
ENSMUSG00000015889.phy	435	1414
ENSMUSG00000015890.phy	2524	2500
ENSMUSG00000015937.phy	1998	2393
ENSMUSG00000015943.phy	479	460
ENSMUSG00000015944.phy	2790	700
ENSMUSG00000015950.phy	812	935
ENSMUSG00000015957.phy	823	868
ENSMUSG00000015961.phy	1458	1340
ENSMUSG00000015962.phy	1078	1085
ENSMUSG00000015968.phy	9299	12944
ENSMUSG00000015970.phy	603	600
ENSMUSG00000015971.phy	3324	3217
ENSMUSG00000015980.phy	1137	1111
ENSMUSG00000015981.phy	4057	4014
ENSMUSG00000015994.phy	2198	2204
ENSMUSG00000016018.phy	1065	1113
ENSMUSG00000016024.phy	2685	978
ENSMUSG00000016028.phy	13958	13978
ENSMUSG00000016087.phy	1343	1322
ENSMUSG00000016128.phy	4252	4432
ENSMUSG00000016179.phy	4434	4460
ENSMUSG00000016181.phy	3252	2332
ENSMUSG00000016200.phy	1595	1626
ENSMUSG00000016206.phy	693	1755
ENSMUSG00000016239.phy	4198	4440
ENSMUSG00000016253.phy	2044	2149
ENSMUSG00000016255.phy	1330	1451
ENSMUSG00000016256.phy	2268	1640
ENSMUSG00000016257.phy	278	261
ENSMUSG00000016262.phy	1951	1930
ENSMUSG00000016283.phy	1253	1446
ENSMUSG00000016319.phy	1001	956
ENSMUSG00000016327.phy	1198	1230
ENSMUSG00000016344.phy	958	981
ENSMUSG00000016346.phy	7074	6976
ENSMUSG00000016349.phy	1330	1335
ENSMUSG00000016382.phy	165	161
ENSMUSG00000016386.phy	952	929
ENSMUSG00000016409.phy	1286	341
ENSMUSG00000016458.phy	3082	3533
ENSMUSG00000016477.phy	2605	2587
ENSMUSG00000016487.phy	2896	10423
ENSMUSG00000016494.phy	2527	2490
ENSMUSG00000016495.phy	207	212
ENSMUSG00000016496.phy	708	1253
ENSMUSG00000016498.phy	653	666
ENSMUSG00000016503.phy	199	564
ENSMUSG00000016510.phy	219	215
ENSMUSG00000016520.phy	2633	1552
ENSMUSG00000016524.phy	488	494
ENSMUSG00000016526.phy	913	890
ENSMUSG00000016528.phy	1837	1797
ENSMUSG00000016529.phy	1002	990
ENSMUSG00000016541.phy	1626	1632
ENSMUSG00000016552.phy	4240	1828
ENSMUSG00000016554.phy	1029	1006
